census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
204,2,2,1,1,1,1
354,1,1,1,1,1,1
140,1,1,1,1,1,3
584,1,1,1,1,1,1
25,1,3,3,3,2,3
562,1,1,1,1,1,2
61,1,3,2,2,3,2
10,3,3,2,2,2,3
240,1,1,1,1,1,1
402,1,1,1,1,1,1
13,2,2,2,2,2,2
84,1,1,2,2,2,2
42,2,1,2,2,2,3
149,1,1,1,1,1,1
500,1,1,3,1,1,1
78,2,1,2,3,2,2
255,3,3,3,3,3,3
184,1,2,1,1,2,1
558,3,1,1,1,1,1
397,1,1,1,1,1,1
4,2,3,3,3,3,3
41,2,1,2,2,2,3
435,1,3,1,3,3,1
265,3,3,3,3,3,3
294,2,2,2,2,2,2
401,1,1,1,1,1,1
473,3,3,3,3,1,3
533,3,1,1,1,1,1
125,1,1,1,1,1,1
96,3,3,3,3,3,3
28,2,3,3,3,3,3
14,2,2,2,2,2,2
271,2,2,2,3,3,2
587,3,3,3,3,3,3
570,1,2,1,2,2,2
304,1,3,2,2,1,2
254,2,2,3,3,3,2
115,1,2,1,1,1,1
443,1,1,1,1,1,1
551,1,1,1,1,3,2
298,2,2,2,2,2,3
564,1,1,1,1,1,1
146,1,1,2,1,1,2
351,1,1,1,1,1,1
98,3,3,3,3,3,3
138,1,1,1,1,1,3
605,1,1,1,1,1,1
364,1,1,1,1,1,1
322,3,1,3,3,3,3
439,1,1,1,1,2,3
117,1,1,1,1,1,1
175,2,1,1,1,1,1
160,1,1,1,1,1,1
2,1,3,2,2,2,2
332,2,2,1,2,1,1
517,1,1,1,1,1,3
504,2,2,2,1,1,2
279,2,2,2,2,2,2
345,2,2,2,2,2,2
59,2,3,2,3,3,2
465,1,1,1,1,1,1
404,1,1,1,1,1,1
282,3,3,3,3,3,3
99,1,1,1,2,2,2
242,3,3,3,3,3,3
623,3,1,2,1,1,3
275,3,2,2,2,2,2
387,2,1,1,2,2,1
519,3,3,3,3,3,3
492,3,3,3,3,3,3
137,2,2,2,2,2,2
614,1,1,1,1,1,2
30,2,3,3,3,3,3
196,2,1,1,1,2,1
414,1,1,1,1,1,1
512,3,1,1,1,1,1
495,3,3,3,3,3,3
609,1,1,1,1,1,1
409,1,1,1,1,1,1
63,2,2,3,3,3,2
510,1,1,1,1,1,1
357,1,1,2,2,1,2
64,2,3,1,2,2,2
182,1,2,1,1,1,1
70,1,1,2,2,3,3
122,1,1,1,1,1,1
462,1,1,1,1,1,1
65,2,2,3,2,2,2
403,1,1,1,1,1,1
472,1,1,1,1,1,1
292,2,3,2,2,3,2
372,1,1,1,2,1,1
60,2,3,2,3,3,3
611,2,3,3,3,3,2
62,2,2,2,3,2,2
532,1,1,1,1,1,1
238,1,1,1,1,1,1
186,3,1,1,1,1,1
454,1,1,2,2,1,1
