census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
95,3,3,3,3,3,3
330,1,3,1,1,1,1
77,3,1,3,1,1,3
333,1,1,1,1,1,1
151,1,2,1,1,1,1
18,3,3,3,3,3,3
382,1,2,2,1,1,2
595,3,3,3,2,3,3
193,1,2,1,1,1,1
520,3,3,1,1,1,1
174,1,2,2,2,1,1
323,1,1,1,1,1,2
173,1,2,1,1,1,1
204,1,1,1,1,1,1
354,2,2,2,2,2,2
140,2,3,3,3,3,2
584,3,3,3,2,3,2
25,3,1,1,3,1,1
562,3,3,3,3,3,3
61,2,2,2,2,3,2
10,3,3,3,3,2,3
240,1,1,1,1,2,1
402,1,1,1,1,3,1
13,3,3,3,3,3,3
84,3,1,1,2,2,2
42,3,3,3,3,3,3
149,1,1,2,2,3,3
500,2,3,3,3,3,3
78,3,2,3,1,1,3
255,3,3,3,3,3,3
184,1,1,1,1,1,1
558,3,1,1,1,1,2
397,1,3,3,1,1,3
4,3,2,2,2,2,2
41,3,2,3,1,1,3
435,3,3,3,3,3,3
265,3,3,3,3,3,3
294,1,2,1,3,2,2
401,1,2,2,2,2,2
473,3,3,3,3,3,3
533,3,3,1,2,2,2
125,1,1,3,3,3,3
96,3,3,3,3,3,3
28,3,3,3,3,3,3
14,3,3,3,3,3,3
271,3,3,3,3,3,3
587,3,3,3,3,3,3
570,3,3,3,3,2,3
304,1,2,2,1,1,2
254,2,3,3,3,3,3
115,1,1,1,2,1,1
443,2,3,2,2,2,3
551,3,2,3,3,3,2
298,3,2,2,2,3,2
564,3,3,3,3,3,3
146,2,1,1,1,2,1
351,1,1,2,1,1,1
98,3,3,3,3,3,3
138,2,1,3,3,3,3
605,3,3,2,3,3,3
364,1,1,1,1,2,1
322,2,3,3,3,2,3
439,3,3,3,3,3,3
117,2,2,2,3,2,3
175,2,2,1,1,3,2
160,1,1,2,1,1,2
2,3,2,3,3,3,3
332,1,1,1,1,1,1
517,3,3,2,2,3,2
504,3,3,3,3,3,3
279,2,2,2,2,2,2
345,1,1,1,2,1,1
59,2,2,2,2,3,3
465,3,3,3,3,3,3
404,2,1,2,2,1,2
282,3,3,3,3,3,3
99,2,2,2,2,2,2
242,3,3,3,3,3,2
623,3,3,2,3,3,3
275,2,2,3,2,3,2
387,1,1,1,2,1,1
519,3,3,3,3,3,3
492,3,3,3,3,3,3
137,1,2,1,2,2,1
614,3,3,3,3,3,2
30,3,3,3,3,3,3
196,1,1,1,1,2,1
414,1,2,2,2,2,2
512,2,3,2,2,2,2
495,3,3,3,3,3,3
609,3,2,2,3,3,3
409,2,1,2,2,2,2
63,2,2,3,3,3,2
510,2,1,1,1,1,2
357,2,2,2,2,2,3
64,2,2,2,2,3,2
182,1,1,1,1,1,1
70,3,3,3,3,3,2
122,2,2,2,2,2,3
462,1,1,1,1,1,3
65,2,3,3,3,3,3
403,2,1,1,1,1,2
472,3,3,1,1,2,3
292,1,3,3,1,3,3
372,1,1,2,2,2,2
60,3,3,2,2,3,2
611,3,3,2,2,2,3
62,2,3,2,3,2,3
532,2,2,3,2,2,2
238,1,1,1,1,1,1
186,1,1,1,1,2,1
454,2,2,2,2,3,2
568,3,3,2,3,2,2
302,1,2,1,1,1,1
361,2,3,2,3,2,2
111,2,2,3,3,3,1
375,1,1,1,1,2,1
274,2,2,2,2,2,2
626,2,3,2,2,2,1
156,1,1,1,1,1,2
197,2,1,1,1,1,1
206,1,1,1,1,1,1
97,3,3,3,3,3,1
50,3,2,3,1,3,2
246,3,3,2,2,3,3
399,1,2,2,3,3,3
531,3,3,3,3,3,3
324,1,1,1,1,1,1
177,1,1,1,1,1,1
630,2,3,3,3,3,2
464,2,3,2,2,3,3
306,1,1,2,2,1,2
548,2,3,2,3,2,3
509,2,1,2,2,2,2
90,3,3,3,3,3,3
379,1,3,3,3,2,3
575,2,2,2,2,2,2
601,3,3,3,3,3,2
529,3,3,3,3,2,2
45,3,2,3,3,3,3
633,1,3,2,2,2,3
622,2,3,3,3,3,3
29,3,2,3,3,2,3
635,3,3,3,3,3,2
181,1,1,1,1,2,1
209,1,2,1,1,1,1
316,1,2,2,2,2,3
72,3,1,3,3,3,3
579,2,2,2,1,1,1
477,3,3,3,3,3,3
36,3,3,3,3,3,3
356,1,3,3,3,1,3
523,2,3,2,2,1,2
113,2,2,2,2,1,1
620,2,2,3,2,2,2
314,1,2,2,1,1,1
349,1,1,1,1,1,2
415,2,2,2,1,1,2
38,3,3,3,2,2,2
157,2,1,1,1,1,1
431,2,2,2,1,1,1
434,3,3,3,3,3,3
108,2,3,2,2,2,2
631,3,3,3,3,3,3
437,3,2,2,3,3,3
452,3,3,3,3,2,3
560,2,3,3,3,3,3
505,3,2,2,2,2,2
448,3,1,1,1,1,1
105,2,1,1,1,1,1
539,2,2,3,2,2,2
413,2,1,2,2,1,2
360,1,1,1,1,1,1
200,1,1,1,2,1,1
408,2,2,2,2,3,2
67,2,2,2,2,2,2
221,1,1,1,1,1,1
110,3,2,2,2,2,2
498,3,3,3,3,2,3
220,1,1,1,1,1,1
463,1,1,1,3,3,1
591,2,3,2,3,3,3
396,1,3,2,2,2,2
239,1,1,2,2,2,1
93,3,3,3,3,3,3
370,1,1,1,1,1,1
118,2,3,2,2,1,3
343,1,3,3,1,1,1
604,3,2,3,3,2,3
83,3,1,1,1,1,1
496,3,3,3,3,3,3
617,3,3,3,3,3,2
212,1,1,1,1,1,1
347,1,1,1,1,2,1
236,1,1,1,1,2,1
216,1,2,1,1,1,1
201,1,2,1,2,1,2
373,1,2,1,2,1,1
121,2,2,2,2,2,2
430,2,2,1,1,3,2
597,3,3,2,2,3,3
9,3,3,3,3,3,3
58,2,2,2,2,3,2
280,2,3,3,3,3,2
210,1,3,1,1,1,1
129,2,3,3,1,3,1
82,3,3,1,1,1,1
499,3,3,3,3,3,2
102,2,3,3,3,3,3
429,2,2,1,1,1,3
219,1,3,1,1,1,1
433,3,3,3,3,3,3
585,3,3,3,3,3,3
171,1,1,2,1,2,1
607,3,3,3,3,3,2
565,3,3,3,3,3,3
348,1,2,1,1,1,1
552,2,1,1,2,1,1
106,1,1,3,1,2,3
109,2,2,2,1,2,1
423,2,2,2,2,1,2
334,1,1,1,1,1,1
289,2,3,2,1,2,2
456,2,2,3,3,2,2
535,2,1,1,1,1,2
627,3,3,1,3,2,2
389,1,2,1,2,1,2
359,1,1,1,1,1,1
329,1,2,1,1,1,1
168,1,2,1,2,1,1
12,3,3,3,3,3,3
185,1,1,1,1,1,1
211,1,1,1,1,1,1
346,1,1,1,1,1,1
92,3,3,3,3,3,3
188,1,1,1,1,1,1
