census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
535,2,2,2,2,2,3
627,3,3,2,3,3,3
389,3,1,2,2,2,1
359,1,2,2,2,1,1
329,1,2,1,1,1,1
168,2,2,2,1,2,2
12,3,3,3,3,3,2
185,1,2,1,1,1,2
211,1,2,1,1,1,1
346,1,1,1,1,1,1
92,3,3,2,2,3,3
188,2,2,2,2,2,2
