census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
218,2,2,2,2,2,2
328,1,2,2,2,2,1
162,2,2,2,2,2,2
94,3,3,3,3,3,3
566,2,2,3,3,2,3
527,3,3,3,3,3,3
169,2,2,2,2,2,2
287,1,1,1,1,1,1
615,2,1,3,3,2,3
406,2,2,2,2,2,2
73,1,2,2,2,3,3
637,3,3,3,3,3,3
480,3,3,3,3,3,3
141,2,3,3,3,3,3
621,3,3,3,3,3,3
241,3,3,3,3,3,3
276,1,1,1,1,1,1
273,1,1,1,1,1,1
420,2,3,2,2,2,2
223,1,2,2,2,2,2
368,2,1,2,1,2,2
524,3,3,3,3,1,3
395,1,2,2,2,2,2
502,3,3,3,1,1,1
594,1,1,1,1,1,1
392,2,1,2,2,2,2
599,3,3,3,3,3,1
170,2,2,2,2,2,2
7,2,3,1,3,3,3
550,3,3,3,3,3,3
150,3,2,2,2,2,2
16,3,3,1,3,3,3
610,3,3,3,3,3,3
521,3,3,3,3,3,3
508,2,3,2,2,2,1
75,3,2,2,2,3,3
68,3,3,2,2,3,2
442,3,2,3,3,2,2
152,3,2,2,2,2,2
224,2,2,2,2,3,2
249,3,3,3,3,3,3
112,1,1,1,1,1,1
312,2,2,1,2,2,2
20,1,3,3,1,3,3
199,2,2,2,2,2,2
309,1,1,3,1,1,2
405,2,1,2,1,2,2
33,3,3,3,3,3,3
467,3,2,2,3,2,3
479,3,3,3,3,3,3
266,3,3,3,1,3,3
613,3,1,3,3,3,3
267,3,3,3,1,1,3
144,2,2,2,2,2,2
288,1,3,1,1,3,3
123,2,1,2,2,2,2
325,2,2,2,2,2,2
107,1,2,2,2,2,2
104,3,2,2,2,2,2
301,2,3,2,2,2,2
136,2,2,2,2,2,2
468,3,3,3,3,3,3
87,3,2,2,2,2,1
557,3,3,3,3,3,3
557,3,3,3,3,3,3
388,2,1,2,1,2,1
363,2,3,3,3,3,2
43,2,2,2,3,2,2
37,2,3,2,2,2,3
134,2,3,2,2,2,2
86,2,3,2,3,2,3
228,3,2,2,2,3,2
291,1,1,1,1,1,1
398,3,1,3,3,3,2
283,1,1,1,1,1,3
530,3,3,3,2,2,3
554,2,3,3,2,2,3
344,3,3,2,2,3,2
412,1,2,2,2,2,2
543,2,1,3,2,2,2
342,3,3,3,3,3,3
44,2,2,3,2,3,3
320,1,1,2,1,2,1
34,3,3,3,3,3,3
142,3,3,2,2,2,2
459,2,2,2,2,2,2
488,3,2,2,3,3,3
310,1,2,1,2,1,2
428,2,2,2,2,2,2
114,3,3,1,1,1,1
378,3,2,2,3,2,2
154,2,2,2,2,2,2
272,1,1,1,1,1,1
148,2,2,2,2,2,2
410,2,2,2,2,2,2
284,1,1,1,1,1,3
341,2,1,3,1,2,2
384,2,1,2,1,2,1
198,3,2,2,2,2,2
48,3,2,2,2,2,3
338,2,2,2,2,2,2
132,3,2,2,2,2,2
544,1,1,2,2,2,3
526,3,3,3,3,3,3
593,1,1,1,3,1,1
355,1,2,2,1,2,1
264,1,3,3,3,1,1
572,3,3,2,3,3,3
449,2,3,3,3,2,2
317,2,1,2,2,2,1
31,1,1,1,1,3,3
232,2,2,2,2,2,2
207,2,3,2,2,2,2
290,1,1,1,1,2,1
374,2,2,2,2,2,2
545,3,2,3,3,1,3
608,2,2,3,3,2,3
179,3,2,2,2,2,2
376,3,2,3,2,2,2
336,2,2,2,2,2,2
636,2,3,1,1,1,1
424,2,2,2,2,2,2
385,2,1,2,1,2,2
377,3,2,2,3,2,2
483,2,3,3,3,3,3
561,3,3,3,3,3,3
411,1,2,2,2,2,2
391,2,2,2,2,2,2
250,3,1,3,3,3,3
353,2,2,2,2,2,2
303,2,2,2,2,2,2
192,2,2,2,2,2,2
88,3,2,2,2,2,3
327,1,2,1,1,2,1
318,2,1,1,1,1,1
234,2,2,2,2,2,2
466,2,2,2,3,2,2
366,2,1,2,1,2,1
340,3,3,2,2,2,2
205,3,3,2,3,3,2
386,2,2,3,2,2,1
268,1,3,1,3,3,1
308,3,2,1,2,3,2
230,2,2,2,2,2,2
1,1,1,3,3,3,1
155,2,2,2,2,2,2
447,3,3,3,3,3,2
143,3,2,3,3,2,2
161,2,2,2,2,2,2
592,1,1,1,1,1,1
577,2,2,3,2,2,3
436,3,2,3,3,3,2
549,3,3,3,3,3,3
40,3,2,2,2,3,2
167,2,2,2,2,2,2
243,3,3,3,3,3,3
32,2,3,3,3,3,3
226,2,2,2,2,2,2
489,2,2,2,2,2,2
380,3,2,2,3,2,2
417,2,2,3,3,3,2
126,2,2,2,2,2,2
95,3,3,2,3,3,3
330,2,2,2,2,2,2
77,2,2,2,2,2,3
333,2,2,2,2,2,2
151,2,2,2,2,2,2
18,3,3,3,3,3,3
382,3,1,1,2,2,2
595,1,1,1,1,1,1
193,2,3,2,2,2,2
520,3,3,3,3,3,3
174,3,2,2,2,3,2
323,2,2,2,1,2,2
173,3,2,2,2,2,2
204,2,2,2,2,2,2
354,2,1,2,2,2,1
140,3,2,2,2,2,2
584,3,3,3,3,3,3
25,2,3,3,3,3,3
562,3,3,3,3,3,3
61,2,3,1,3,1,3
10,1,3,1,3,3,3
240,2,2,2,2,3,2
402,2,1,2,1,2,2
13,1,1,1,3,3,3
84,3,3,2,2,3,3
42,1,2,2,2,2,2
149,3,2,2,2,2,2
500,3,3,3,3,3,3
78,2,2,3,2,2,3
255,3,1,3,1,3,3
184,2,2,2,2,2,2
558,1,3,3,3,3,3
397,1,1,2,2,2,2
4,3,3,3,3,1,3
41,1,2,2,2,2,3
435,3,2,3,3,2,2
265,1,1,1,1,1,1
294,1,1,1,1,1,1
401,2,2,2,2,2,2
473,3,3,3,3,3,3
533,3,2,3,3,3,3
125,2,2,2,2,2,2
96,3,3,3,3,3,3
28,1,3,1,3,1,3
14,3,3,3,3,3,3
271,1,1,1,1,1,1
587,3,3,3,3,3,3
570,2,3,3,3,1,3
304,2,3,2,2,2,2
254,3,3,3,1,1,3
115,3,3,1,1,1,1
443,3,3,3,3,3,2
551,3,3,3,3,3,3
298,1,1,1,1,1,3
564,2,2,2,2,2,3
146,3,2,2,3,2,2
351,2,2,2,2,2,2
98,3,3,3,3,3,3
138,3,3,2,2,2,2
605,2,2,3,2,3,3
364,2,2,2,2,2,1
322,2,2,1,1,2,1
439,2,2,2,2,2,2
117,2,1,2,2,2,2
175,2,2,2,2,2,2
160,2,2,2,2,2,2
2,1,1,1,3,3,3
332,2,2,2,2,2,2
517,3,3,3,2,3,3
504,3,2,2,2,2,3
279,1,1,1,1,1,1
345,2,2,2,2,2,2
59,1,3,1,3,3,3
465,2,2,2,2,2,2
404,3,1,1,2,2,2
282,1,1,3,1,3,3
99,2,2,3,3,3,3
242,3,3,3,3,3,3
623,3,3,1,3,3,3
275,1,1,1,2,1,1
387,2,2,2,2,2,2
519,3,3,3,3,3,3
492,2,2,2,2,3,3
137,3,3,2,3,2,2
614,3,3,2,3,3,3
30,1,3,1,1,1,3
196,2,2,2,2,2,2
414,2,2,2,2,2,2
512,3,3,3,3,3,2
495,3,3,3,3,3,3
609,3,1,2,3,3,3
409,2,2,2,2,2,2
63,1,3,3,3,3,3
510,3,3,3,3,3,1
357,3,2,3,2,2,2
64,2,3,1,1,1,3
182,2,2,2,2,2,2
70,2,2,2,2,3,3
122,2,1,3,2,3,2
462,1,2,2,2,2,2
65,1,1,1,1,1,3
403,2,2,2,2,2,2
472,2,2,2,2,3,3
292,1,1,1,1,1,1
372,1,1,1,1,2,2
60,2,3,1,3,3,3
611,1,1,1,1,1,3
62,3,3,3,1,3,3
532,3,3,2,2,2,2
238,2,2,2,2,2,2
186,2,2,2,2,2,2
454,2,2,2,2,2,2
568,1,3,3,3,2,3
302,2,3,2,2,2,2
361,2,1,2,2,2,1
111,3,3,3,3,3,3
375,2,1,2,2,2,2
274,1,1,1,1,1,1
626,3,3,3,1,3,3
156,2,2,2,2,2,2
197,2,2,2,2,2,2
206,2,2,2,2,2,2
97,3,3,3,3,3,3
50,1,3,2,2,2,2
246,1,3,3,3,3,3
399,3,1,2,2,2,2
531,3,3,3,3,3,3
324,2,2,2,2,2,2
177,2,2,2,2,2,2
630,2,1,2,3,3,3
464,3,2,3,2,2,2
306,2,2,2,2,2,1
548,3,1,3,3,3,3
509,3,2,2,2,2,2
90,3,3,3,3,2,3
379,2,2,2,3,2,2
575,1,1,1,1,1,1
601,1,3,1,3,1,1
529,3,3,2,3,2,1
45,1,2,2,2,2,2
633,3,3,3,3,3,3
622,3,3,3,3,3,3
29,1,3,1,3,3,3
635,3,3,3,3,3,3
181,2,2,2,2,2,2
209,2,3,2,2,2,2
316,2,1,1,1,1,1
72,3,2,2,2,3,3
579,3,3,3,3,3,3
477,3,3,3,3,3,3
36,1,3,2,2,2,3
356,1,1,2,1,3,1
523,2,3,1,1,3,1
113,1,3,1,1,1,1
620,3,1,3,3,3,3
314,1,3,1,1,1,1
349,2,2,2,1,2,1
415,2,2,1,2,2,2
38,2,3,2,2,2,3
157,2,2,2,2,2,3
431,2,2,2,2,2,2
434,3,2,2,2,2,2
108,2,2,2,2,2,2
631,2,3,2,3,2,3
437,2,2,3,2,3,2
452,2,2,2,2,2,2
560,2,3,3,3,2,3
505,3,2,3,3,2,3
448,3,1,2,1,3,2
105,2,2,2,1,2,2
