,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
1,1,4136,2461,844,212,132,95,125,152,217,1406,3118,1458,1095,847,694,479,240,238,379,1232,2234,1511,967,873,893,789,612,395,511,995,4899,1582,912,579,334,178,129,161,166,840,4462,1103,673,728,808,710,628,481,180,7,3739,4052,868,615,259,138,63,36,10,0,3808,3769,1196,493,260,142,65,36,11,0,3200,1400,884,644,742,812,831,853,396,18,4436,1229,860,621,512,364,222,189,281,1066,677,1078,1297,1305,1105,912,872,1010,1350,174,3185,1323,780,618,629,746,873,859,551,216,364,680,771,695,571,559,564,596,892,4088
2,2,928,1474,1416,462,268,124,66,29,53,1384,645,373,634,862,841,609,420,323,137,1360,501,333,310,494,894,855,664,544,352,1257,1280,1107,919,602,404,262,152,101,99,1278,1489,527,356,400,524,824,1048,803,232,1,2013,779,882,1022,636,315,342,175,36,4,2019,709,997,1002,591,336,370,146,32,2,822,619,499,332,319,426,824,1283,1019,61,911,594,805,785,588,409,309,282,195,1326,286,622,1495,1320,937,545,391,423,137,48,1606,321,273,182,305,537,741,1129,849,261,141,632,1049,790,608,364,230,217,304,1869
3,3,2911,3735,4097,3784,4807,6770,7409,14515,27150,264100,2547,2033,2059,1740,2498,2752,4572,7680,37951,275930,2109,1615,1716,1619,2077,2773,4155,8797,47568,267561,42331,14150,9905,8922,8027,9931,12807,16708,23488,194350,108780,37472,20813,17079,15414,17294,18906,23600,33300,48863,316910,11717,1590,2547,1683,2344,1975,1917,1138,136,317330,10856,2670,1912,1846,1755,2247,2137,1086,118,39242,34295,27915,22391,18634,18857,21668,29472,47786,80931,14504,4931,4225,3512,3582,5050,5584,11877,40891,245173,330836,8306,450,163,99,72,68,53,30,22,172883,18187,11769,10509,11973,14172,17339,22150,27920,33128,461,1035,2466,4434,6839,10587,15309,20706,30798,246340
4,4,11,93,179,253,357,613,833,1233,2490,65935,22,64,88,128,183,261,434,940,4360,65517,10,33,81,105,196,256,467,1253,6643,62953,5036,2214,1412,1296,1200,1491,1689,2317,3321,52021,34839,10578,5394,4079,3517,3413,3440,3128,2618,991,65491,4174,780,518,406,237,236,101,45,9,65565,4084,807,506,408,251,226,97,44,9,13622,11392,8463,6269,5336,4908,5024,6292,7202,3489,821,581,555,487,557,725,850,1655,5382,60384,67724,3529,519,108,37,21,21,31,7,0,54865,3836,1945,1506,1387,1533,1658,1862,1561,1844,0,1,15,54,139,340,692,1406,2884,66466
5,5,5472,4245,837,203,102,64,54,39,61,482,3334,3770,2072,1049,438,192,88,67,125,424,1957,2726,2187,1778,1309,722,278,96,150,356,4123,2227,1337,978,794,781,617,290,84,328,2234,1969,1679,1599,1399,1193,907,484,95,0,1989,2796,1063,1384,1506,1246,1117,418,40,0,1995,2692,1222,1318,1482,1256,1157,398,39,0,1265,1505,1648,1617,1626,1712,1341,742,103,0,4578,2121,1365,1072,856,626,316,115,125,385,130,280,368,533,961,1959,2989,2717,1469,153,684,1023,1115,1866,2877,2353,1136,418,73,14,589,1442,1753,1678,1454,1179,907,698,612,1247
6,6,3278,4067,1291,338,171,52,11,6,9,30,1808,3855,1719,779,520,340,155,34,17,26,649,2726,1921,1370,992,822,552,174,27,20,2881,2810,1310,817,544,410,266,166,27,22,791,1846,1621,1427,1209,972,788,462,132,5,234,725,636,802,1489,1661,2679,974,53,0,228,712,644,787,1415,1866,2585,952,64,0,232,1065,1521,1354,1272,1303,1220,962,319,5,3430,2418,1229,834,547,393,214,136,26,26,3,51,247,770,1292,1823,2144,2107,788,28,39,347,1001,1725,2167,1941,1356,545,103,29,252,871,1532,1785,1587,1264,976,572,304,110
7,7,2231,3592,2489,1228,704,287,253,170,130,130,2606,3276,2198,1042,726,573,355,199,158,81,1581,2975,2033,1316,1035,847,722,405,230,70,4808,1960,1149,828,622,554,531,399,256,107,1995,1986,1703,1349,1187,1106,942,539,283,124,3294,7583,243,80,12,2,0,0,0,0,3364,7418,377,41,12,2,0,0,0,0,1328,1657,1817,1398,1255,1189,1172,932,407,59,4422,1598,1434,1025,1135,796,345,240,137,82,393,482,869,1386,1442,1615,1604,1573,1457,393,794,1109,1126,1103,1409,1689,1752,1332,656,244,833,800,1284,1401,1205,1107,1165,1249,977,1193
8,8,1522,3420,1650,477,207,84,54,40,71,1080,989,946,1575,1557,1129,668,389,174,156,1022,765,712,1106,1310,1463,1047,631,411,238,922,2169,1475,1373,1082,723,442,263,126,84,868,1876,640,550,751,1038,1368,1387,795,194,6,1824,1480,1941,1315,973,459,399,119,67,28,1840,1364,2037,1305,953,521,374,115,73,23,1267,632,507,525,788,1115,1423,1581,745,22,1697,1229,1407,1229,850,513,338,216,162,964,321,690,997,1388,1502,1282,980,825,565,55,1627,422,302,482,805,1162,1511,1548,612,134,136,896,1588,1353,905,636,421,364,407,1899
9,9,2816,1170,281,127,130,132,140,164,276,5939,2009,1058,616,373,271,177,181,205,505,5780,1461,1122,664,473,393,321,293,297,805,5346,3157,758,401,327,312,300,264,308,454,4894,5533,2040,885,641,563,521,428,363,195,6,7705,2081,442,309,218,147,187,67,18,1,7707,2046,461,317,216,165,178,64,20,1,2990,2028,1679,1242,891,730,628,575,392,20,2888,598,429,334,305,233,175,191,468,5554,1543,2730,1777,1189,950,759,664,695,759,109,6825,1041,602,470,478,460,404,392,264,239,497,346,341,397,305,306,303,319,462,7899
10,10,2165,1220,517,207,152,78,47,34,42,709,1438,1045,635,428,312,210,185,117,109,692,865,1108,753,483,425,268,252,205,223,589,2204,795,522,346,271,200,116,96,88,533,1479,821,570,525,422,371,381,423,175,4,1540,1718,619,334,282,181,235,211,51,0,1538,1672,666,334,267,213,237,194,50,0,861,734,655,589,513,448,429,471,455,16,2112,716,546,439,234,137,112,122,117,636,313,437,642,560,584,649,750,754,447,35,994,453,432,479,525,486,427,516,472,387,551,564,469,425,337,361,388,357,375,1344
11,11,803,286,133,74,57,48,68,69,152,3502,598,308,147,115,91,96,87,98,255,3397,354,416,202,118,143,130,119,155,396,3159,1009,300,183,121,100,93,106,152,203,2925,2846,870,497,358,224,150,132,91,23,1,4046,773,105,71,64,37,43,44,7,2,4052,754,120,72,58,42,48,39,6,1,1379,1103,788,574,483,376,227,171,89,2,881,204,139,101,90,77,66,94,247,3293,1152,1546,827,493,318,291,250,221,88,6,3616,369,249,215,174,150,132,100,120,67,111,143,111,105,87,78,84,116,203,4154
12,12,531,1003,754,264,168,41,27,15,25,136,416,408,634,480,358,213,174,126,41,114,247,321,354,567,469,344,247,198,119,98,933,570,464,318,228,176,116,62,11,86,441,225,175,252,365,489,438,430,148,1,483,582,493,468,305,206,224,182,21,0,486,546,543,466,285,205,253,160,20,0,247,211,188,155,240,331,526,549,489,28,815,520,456,310,217,168,144,144,88,102,107,130,444,596,554,505,308,207,113,0,197,124,150,178,237,396,521,561,342,258,147,404,676,536,321,204,109,102,140,325
13,13,1030,1054,175,53,24,23,31,24,37,175,449,576,756,305,129,81,39,40,83,168,318,322,421,542,403,219,110,74,68,149,560,396,734,500,148,47,20,24,25,172,409,191,123,185,397,590,456,225,50,0,399,397,468,558,447,196,120,41,0,0,396,379,545,535,408,201,124,38,0,0,234,221,167,130,228,398,544,503,198,3,543,462,670,345,213,99,49,36,40,169,33,106,192,239,350,520,575,449,158,4,238,138,137,133,294,513,484,327,240,122,210,652,611,262,140,82,101,94,116,358
14,14,3192,2480,1591,372,251,99,114,119,199,6755,2864,1617,1714,1141,525,259,180,139,343,6390,2126,1399,1254,1505,1051,611,411,254,500,6061,5494,1754,831,396,276,228,184,205,258,5546,8927,1597,1059,1030,896,714,534,300,106,9,12461,1809,376,230,91,101,78,25,1,0,12503,1635,579,161,102,72,91,28,1,0,5598,2759,1617,1133,1080,1008,904,750,289,34,4735,1664,960,541,319,235,133,157,329,6099,4565,2168,1619,1469,1438,1292,1036,867,679,39,8471,1219,632,594,736,878,882,681,576,503,250,528,685,730,723,754,705,645,771,9381
15,15,839,1464,703,197,91,66,64,64,113,2791,520,690,1091,571,279,148,98,100,268,2627,314,442,676,877,547,332,225,175,451,2353,1548,844,568,307,212,168,155,181,260,2149,2162,867,618,554,624,805,499,199,63,1,4000,1036,840,305,130,41,35,4,1,0,4008,955,934,277,125,52,35,5,1,0,966,893,792,699,666,785,822,575,186,8,1167,1052,557,220,154,193,164,139,301,2445,852,1201,1027,909,742,657,484,355,153,12,2983,459,250,214,301,483,622,508,333,239,135,444,696,447,282,273,258,185,222,3450
16,16,4720,1804,925,412,418,206,186,143,200,939,5037,1465,806,381,399,269,320,240,358,678,3728,1850,919,595,442,404,401,519,549,546,6857,702,412,338,237,262,291,242,150,462,6307,991,471,369,280,278,285,294,398,280,9307,640,5,1,0,0,0,0,0,0,9347,600,5,1,0,0,0,0,0,0,5013,1279,861,493,390,355,368,388,476,330,6487,665,479,208,271,298,247,354,366,578,1058,1308,1698,1399,986,931,867,848,761,97,4162,1072,628,533,533,624,599,525,429,848,757,465,363,319,316,414,447,592,915,5365
17,17,2480,1314,724,179,145,40,34,45,52,334,1962,1213,693,412,276,190,169,70,79,283,1187,1141,740,562,388,339,323,278,150,239,3194,618,349,261,208,223,143,91,70,190,2030,791,529,388,318,351,337,315,248,40,3594,1491,138,97,20,7,0,0,0,0,3641,1395,225,56,25,5,0,0,0,0,1185,865,638,536,435,402,403,460,368,55,2881,645,433,239,210,247,206,170,73,243,282,477,925,854,748,689,573,492,301,6,725,565,493,516,583,597,518,509,425,416,525,448,407,421,330,381,398,426,515,1496
18,18,3809,1774,1224,563,747,315,283,320,628,31789,4791,1646,996,517,622,498,543,446,1396,29997,3942,1961,1131,855,644,682,817,1015,2162,28243,10225,1071,713,576,442,493,556,773,904,25699,30199,4844,1918,1237,835,731,540,502,446,200,40966,464,17,3,2,0,0,0,0,0,40993,434,20,3,1,1,0,0,0,0,19963,6803,4698,2896,2117,1592,1252,1061,846,224,7820,883,780,362,432,587,494,768,1377,27949,31821,2632,1897,1423,999,837,702,632,459,50,35956,1153,689,471,417,438,459,494,535,840,755,384,314,310,295,303,352,439,750,37550
19,19,4481,3186,2004,681,204,62,49,61,75,665,4041,2811,1667,1073,604,405,140,54,111,562,2374,2554,1709,1403,1064,790,567,341,151,515,5531,1774,1084,851,495,393,351,315,160,514,3673,1649,1200,1074,1042,1114,859,465,335,57,5862,4875,498,207,20,6,0,0,0,0,5985,4571,770,116,20,6,0,0,0,0,2483,1596,1418,1088,1100,1138,1242,934,441,28,5619,1701,1293,619,508,467,289,293,144,535,523,288,656,1599,1964,1900,1635,1602,1151,150,1772,976,1067,1124,1427,1653,1818,1195,349,87,726,958,1369,1534,1180,1006,854,684,777,2380
20,20,5418,3050,1163,271,167,85,70,55,92,584,3914,3576,1434,676,295,176,130,85,133,536,1915,3533,1997,1269,823,379,252,162,157,468,5139,2197,1169,765,531,330,195,123,77,429,2565,2411,1652,1297,1098,899,632,302,96,3,2072,2950,1020,1062,1020,712,1299,689,128,3,2097,2833,1130,1018,987,785,1297,678,127,3,1302,1947,2024,1554,1291,1137,978,551,167,4,5564,2122,1222,585,359,265,159,88,102,489,329,393,395,660,1130,1750,2331,2562,1292,113,734,784,1405,1931,2200,1850,1286,570,161,34,437,976,1463,1429,1316,1283,1083,845,786,1337
21,21,71,1541,2338,1789,1269,973,878,477,226,11,137,1426,2042,1710,1209,983,861,774,424,7,44,1519,1980,1613,1128,940,869,846,632,2,1393,1365,971,796,856,1308,1533,1167,173,11,91,890,1686,1886,1496,1217,999,776,531,1,12,3461,563,370,151,233,1363,1809,1157,454,16,3280,855,250,158,244,1356,1779,1200,435,23,471,1336,1410,1473,1318,1311,1089,1030,112,789,1162,1074,1131,1486,1784,1198,658,291,0,167,578,998,1054,1064,1108,1383,1674,1419,128,47,1022,1279,1287,1336,1516,1473,1120,443,50,26,414,928,1120,1294,1807,1990,1364,494,136
22,22,63,798,970,743,872,633,402,96,85,14,164,907,737,675,602,691,532,240,125,3,72,612,740,807,682,555,583,462,163,0,1211,1123,526,439,453,504,318,100,2,0,98,407,447,627,767,876,789,567,98,0,21,2877,759,719,229,66,5,0,0,0,24,2646,1189,508,249,54,6,0,0,0,43,275,400,443,616,718,836,881,455,9,860,894,459,323,564,612,608,315,41,0,33,235,743,855,799,635,649,524,196,7,1,82,310,473,618,702,956,898,514,122,1,82,527,1066,1114,940,559,288,89,10
23,23,8250,4013,1987,924,795,446,375,411,659,12999,8397,3603,1886,975,898,727,727,605,1299,11742,6017,3858,2200,1412,1104,1023,1128,1276,2054,10787,12914,1732,1099,943,724,781,853,1022,1090,9701,18377,3879,1889,1305,1102,1101,957,1020,890,339,27825,2900,89,32,8,3,2,0,0,0,27912,2776,137,22,6,3,3,0,0,0,12834,4585,3448,2474,1912,1598,1397,1344,1109,158,11844,1722,1157,757,730,820,745,1102,1561,10421,12998,2947,2344,2401,2417,2318,2115,1734,1271,314,17638,2387,1499,1398,1464,1816,1747,1357,903,650,1892,1364,1042,909,751,837,901,1079,1626,20458
24,24,8197,10738,3538,1177,714,474,442,237,255,1323,8066,9942,3337,1496,873,643,544,536,486,1172,4932,9026,5083,2343,1479,973,865,766,600,1028,15546,4703,1865,1269,896,686,586,436,303,805,4918,5014,4583,3913,3459,2301,1344,733,595,235,7202,19119,506,167,45,35,17,4,0,0,7380,18753,739,123,48,27,21,4,0,0,3136,4262,4690,4116,3319,2847,2024,1429,1036,236,15076,4825,2340,1449,930,479,435,352,258,951,3196,1232,1085,1828,2970,3929,4059,4069,3360,1367,2333,1866,2003,2156,3226,4077,4552,3374,1576,1932,2029,1825,4008,4738,3752,2809,2131,1403,941,3459
25,25,130,214,189,176,213,249,429,434,1043,62707,113,207,167,151,205,237,342,664,2371,61327,59,189,222,247,287,342,527,1029,4074,58808,4826,1438,916,812,764,913,1109,1394,2017,51595,43519,9421,4173,2405,1741,1379,1145,877,709,415,64670,813,116,81,51,24,17,11,1,0,64689,780,135,73,55,20,20,11,1,0,20461,13390,9098,6334,4445,3662,2796,2522,2112,964,1187,600,449,406,452,506,570,1108,3266,57240,59311,5724,373,169,96,55,37,15,0,4,58480,2057,1093,903,796,626,446,252,166,965,195,104,89,57,82,103,148,291,722,63993
26,26,15087,2364,551,377,246,144,221,169,327,6567,12438,3240,1019,764,612,432,286,362,663,6237,9444,3136,1684,1201,1111,911,899,760,1206,5701,12277,2381,1230,1161,992,909,1064,732,691,4616,10741,2736,1503,1455,1351,1368,1437,1594,2253,1615,17502,5497,687,826,415,470,323,224,100,9,17697,5081,1116,610,460,352,375,261,96,5,7550,3794,2124,1795,1336,1509,1530,1952,2686,1777,13025,1862,1038,1104,849,396,612,757,708,5702,6262,2485,974,1034,1099,1275,1772,2523,4755,3874,6846,3026,1954,1540,1570,1506,1602,1547,1117,5345,8842,1893,1439,905,736,798,837,1028,1211,8364
27,27,12441,5447,427,224,69,8,14,0,1,0,9815,6478,1139,606,338,161,71,22,1,0,7095,6407,2582,1030,646,389,296,141,45,0,5871,2914,1658,1731,1566,1402,1631,933,740,185,4312,3107,2244,2432,2152,1628,1320,785,567,84,2386,7705,2327,3009,1284,1076,479,267,83,15,2502,6978,3797,2125,1388,804,640,300,82,15,3518,3666,2967,2895,1722,1709,1002,735,400,17,9460,3252,1971,1648,1003,357,465,366,107,2,2,39,127,272,466,674,1328,3399,8133,4191,1085,3291,3567,3442,2792,2054,1202,782,337,79,4303,3256,2838,2201,1595,1188,1030,828,737,655
28,28,666,3561,697,194,86,33,26,18,19,1,777,2994,943,287,133,66,51,27,23,0,410,2041,1837,550,238,102,64,37,22,0,2316,958,369,403,404,395,387,60,9,0,388,827,922,1113,1141,641,206,54,9,0,45,3912,167,360,370,361,80,6,0,0,63,3843,282,290,409,285,121,8,0,0,214,638,970,1166,1185,705,294,104,25,0,2188,1236,773,686,256,57,66,36,3,0,28,62,153,353,500,840,985,1218,1006,156,116,320,389,711,960,1017,869,554,283,82,26,488,1052,1321,887,616,380,275,212,44
29,29,1306,2953,1749,601,309,139,115,58,23,0,1419,2662,1423,744,419,279,186,86,35,0,592,2513,1787,925,653,365,259,132,27,0,3067,1678,692,458,313,333,394,227,87,4,431,1162,1247,1253,1289,929,675,247,20,0,82,5945,717,449,50,9,1,0,0,0,89,5691,1141,271,51,9,1,0,0,0,267,1179,1275,1113,1095,960,752,516,96,0,3311,1261,730,577,498,431,355,87,3,0,131,144,222,378,734,1184,1522,1831,1048,59,93,264,627,971,1339,1456,1311,784,313,95,51,484,1246,2014,1584,953,502,195,70,154
30,30,772,3722,590,225,110,33,35,2,0,1,1179,2966,682,347,154,92,45,23,1,1,1216,2528,969,390,188,106,67,24,1,1,850,416,392,529,772,783,785,447,384,132,840,996,905,1053,864,525,231,67,9,0,57,1821,1028,1433,614,371,87,62,17,0,59,1466,1762,1049,668,286,117,67,16,0,774,1228,1099,1078,537,460,201,96,16,1,1331,951,1035,1011,643,199,179,131,9,1,269,58,42,89,137,230,425,893,2200,1147,656,1308,1203,1027,672,375,166,56,15,12,128,319,876,1158,917,580,437,328,217,530
31,31,5244,2356,460,489,423,135,53,11,7,2,3888,3512,622,411,353,264,101,22,7,0,2169,4270,1193,531,386,300,246,82,3,0,2586,1609,892,845,793,806,798,417,307,127,1098,2340,1839,1541,1142,708,340,138,33,1,1417,4540,1027,1256,477,276,101,48,36,2,1482,4237,1609,908,514,221,119,53,36,1,738,2504,2196,1536,893,634,425,238,16,0,3435,2219,1052,861,587,477,392,148,9,0,0,10,86,201,358,604,1004,1997,3459,1461,370,1679,1870,1847,1524,1090,567,194,37,2,791,1139,1223,1295,1207,1215,1037,761,401,111
32,32,5474,4870,1542,625,338,143,78,29,33,0,4589,4678,1566,1004,616,403,183,69,24,0,2514,4514,2378,1285,1001,650,442,295,53,0,6109,2622,1279,1001,740,659,427,234,59,2,2749,2748,1804,1494,1276,992,817,765,447,40,3224,7066,1037,962,410,278,129,21,5,0,3341,6707,1568,672,430,217,169,23,5,0,1792,2488,2176,1792,1392,1222,1021,865,372,12,6605,2583,1175,986,576,640,313,213,41,0,34,121,438,944,1416,1794,2363,2895,2578,549,497,1524,1551,1704,1893,1991,1764,1358,648,202,1702,1685,1397,1234,1224,1300,1364,1330,1450,446
33,33,14364,4161,1043,459,201,129,136,100,202,3301,11438,4379,1975,1161,864,550,273,153,250,3053,7847,4891,2475,1616,1396,1129,876,581,427,2858,11783,2608,1373,1166,1035,967,955,885,622,2702,10065,3261,1867,1517,1395,1333,1398,1592,1490,178,12510,7116,1213,1225,673,658,407,224,68,2,12634,6743,1665,978,719,576,471,241,68,1,7215,3954,2732,2189,1533,1581,1566,1884,1356,86,13028,2312,1262,1088,918,702,748,720,436,2882,2765,857,820,1410,1898,2439,3121,3911,4712,2163,6230,2915,1966,1891,2054,2285,2502,2229,1322,702,4691,2798,2007,1552,1275,1170,1214,1214,1522,6653
