,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
34,34,563,372,244,214,157,200,252,254,469,27737,830,370,256,174,208,168,223,333,831,27069,667,467,328,209,221,273,268,419,1271,26339,2834,561,350,269,280,322,343,516,822,24165,23697,3007,1004,664,501,380,323,347,308,231,30027,372,27,20,11,4,1,0,0,0,30041,353,35,18,10,4,1,0,0,0,13563,6496,4051,1895,1234,860,722,638,579,424,1784,352,222,178,183,196,226,331,972,26018,26706,2187,415,247,171,183,206,186,151,10,27352,684,335,261,264,244,275,273,267,507,122,120,99,94,79,134,162,253,378,29021
35,35,251,6772,6555,1626,888,527,312,153,44,0,493,10078,3472,1267,822,514,325,126,31,0,3500,8594,2210,1060,708,507,361,164,24,0,1806,797,631,609,673,916,1304,2420,4366,3606,2216,9302,2613,1194,778,481,334,172,38,0,6745,9998,310,63,10,2,0,0,0,0,6725,9955,387,49,10,2,0,0,0,0,2438,7046,3248,1422,1000,800,609,428,132,5,1255,876,1338,2319,3155,4983,2772,425,5,0,261,338,390,514,637,704,820,1229,3043,9192,9151,3085,1011,698,731,816,729,524,278,105,26,187,371,531,617,879,1795,6018,6254,450
36,36,0,2751,3135,1010,477,246,130,46,9,4,143,4234,1878,770,361,234,138,38,10,2,2322,3294,1124,446,262,194,111,44,10,1,242,135,123,131,215,331,628,1099,2148,2756,2297,3081,1171,644,303,198,83,26,5,0,2914,4723,129,34,7,1,0,0,0,0,2913,4712,140,35,7,1,0,0,0,0,1964,2369,1430,748,488,338,263,164,42,2,151,129,262,720,1256,2598,2304,375,13,0,37,90,86,114,136,173,262,517,1602,4791,4856,1506,567,299,227,151,105,64,17,16,0,1,20,58,145,381,932,1868,4085,318
37,37,17,4083,4935,1611,759,395,271,123,33,0,51,6257,3082,1378,725,410,200,103,21,0,1975,6191,2001,871,491,364,212,102,20,0,378,217,182,226,341,546,978,2252,4404,2703,1407,6002,2405,1243,684,301,138,31,16,0,736,10904,459,95,26,6,1,0,0,0,733,10861,503,98,25,6,1,0,0,0,1068,4311,2680,1477,1019,717,588,298,56,13,82,213,456,1178,2147,4396,3218,521,16,0,82,207,172,156,168,253,413,983,2993,6800,6660,3027,1054,515,287,213,235,186,26,24,0,2,14,59,228,769,2181,4731,4065,178
38,38,1043,4039,5704,3128,1288,438,165,39,8,0,1627,4459,4680,2979,1213,567,244,66,17,0,1554,5331,4739,2018,1095,597,355,144,19,0,2900,1107,1008,1212,1353,1746,2344,2269,1507,406,830,3749,4156,3163,1765,1024,742,385,38,0,1045,13505,681,399,148,70,4,0,0,0,1026,13366,929,302,164,56,9,0,0,0,592,2612,3240,3080,2496,1697,1146,771,218,0,2938,880,1871,2866,2883,2386,1678,339,11,0,49,133,299,547,788,1236,2118,3762,4712,2208,1901,3218,3006,2193,1806,1475,1048,662,379,164,26,384,926,1477,2036,2783,4202,2668,1201,149
39,39,36,448,1841,1454,1200,539,379,175,21,2,105,1003,2140,1335,605,411,328,156,12,0,120,2514,1683,596,401,303,301,166,11,0,316,338,197,216,393,752,1242,1446,956,239,178,2142,1720,728,424,276,234,327,66,0,286,4834,218,347,220,161,28,1,0,0,308,4752,354,270,227,143,40,1,0,0,110,1421,1774,1037,557,355,305,304,232,0,201,287,244,465,1006,1836,1697,340,19,0,17,63,154,259,257,320,442,1010,2358,1215,1350,2041,901,495,375,288,227,188,147,83,33,181,226,255,305,410,867,1894,1736,188
40,40,4,120,477,609,1598,1612,793,102,19,0,6,576,1200,1773,1115,517,118,29,0,0,290,2866,1500,428,151,67,26,6,0,0,37,17,25,18,36,69,269,847,2527,1489,1013,3502,604,142,57,11,5,0,0,0,3069,2229,17,16,3,0,0,0,0,0,3102,2192,25,12,3,0,0,0,0,0,817,3109,926,275,123,55,23,6,0,0,1,30,24,91,416,1441,2247,1066,18,0,3,24,18,17,20,37,71,309,2087,2748,4335,778,114,50,27,19,11,0,0,0,0,0,0,0,1,7,69,303,2167,2787
41,41,127,7455,3991,2410,1257,656,473,333,40,0,375,9713,3641,1201,684,478,400,224,26,0,5428,7706,1551,620,447,395,355,221,19,0,558,354,201,242,299,415,609,1233,3789,9042,4881,8256,1788,840,477,311,127,58,4,0,1543,13816,832,379,137,18,16,1,0,0,1560,13708,937,388,111,23,15,0,0,0,4367,6772,2409,1050,694,531,494,332,91,2,192,337,382,652,1365,3302,5846,4631,35,0,211,324,195,197,173,230,323,631,2128,12330,12645,1941,630,378,310,246,331,190,42,29,0,12,30,59,118,493,1439,4218,8979,1394
42,42,0,5707,3845,583,304,210,169,128,15,0,0,7461,2100,521,255,208,186,184,46,0,3987,5309,707,266,175,142,149,178,48,0,28,37,30,34,44,117,174,321,1723,8453,3847,5246,807,354,236,223,166,80,2,0,0,9940,622,263,113,19,4,0,0,0,0,9914,640,274,102,29,2,0,0,0,3742,4429,1240,487,282,197,191,237,156,0,3,8,24,28,76,407,2448,7739,228,0,8,54,100,78,87,100,140,223,832,9339,9436,778,234,135,124,97,85,61,11,0,0,0,0,4,59,274,633,1751,7961,279
43,43,1,2564,4831,3682,2714,2550,3232,2768,1639,274,42,4147,3534,2273,3213,2896,3306,2726,1957,161,1882,6094,3424,2691,2468,2243,2152,1877,1355,69,93,117,212,390,596,1209,2055,4880,9600,5103,2976,7582,3029,2546,2578,2197,1621,1053,591,82,5,10786,3473,4461,2782,1788,786,149,25,0,6,9895,5259,3503,2942,1526,931,166,27,0,2668,5920,3739,3070,2516,2149,1472,1411,1019,291,60,49,73,219,559,2142,7083,10764,3149,157,68,482,689,899,1302,1800,2546,3976,5707,6786,9401,5784,4006,2155,1119,745,466,386,153,40,0,1,11,63,571,1856,3404,4614,10465,3270
44,44,0,363,2523,2838,2150,1966,1251,679,290,30,0,756,1811,1952,2997,1865,1298,870,523,18,226,2412,2599,2490,1595,1027,733,614,383,11,3,19,46,66,111,366,977,2555,5209,2738,267,3817,3036,1726,1217,825,624,400,161,17,0,7667,1801,1555,551,407,98,11,0,0,0,7116,2830,1078,591,320,142,13,0,0,358,2752,3270,1887,1143,876,643,634,449,78,0,1,12,21,102,653,2052,7577,1651,21,8,114,260,311,423,587,1010,2359,4472,2546,4308,4202,1593,775,486,310,242,135,33,6,0,0,4,47,278,785,1722,3515,4694,1045
45,45,0,1497,2480,1275,705,348,245,151,71,3,0,2499,1559,791,740,463,378,232,113,0,1053,2980,1032,527,356,273,233,217,104,0,5,49,56,84,78,164,502,906,1663,3268,1275,2841,1031,592,390,262,203,138,39,4,0,3984,1050,1024,381,218,71,45,2,0,0,3856,1487,714,404,174,88,52,0,0,1227,2323,1169,632,427,300,259,233,189,16,0,3,17,46,78,320,1367,4554,390,0,2,83,117,126,150,196,266,573,1389,3873,4202,1278,504,255,190,106,95,81,39,25,0,0,9,49,124,268,661,1459,3953,252
46,46,0,2434,5207,2844,1766,1190,972,712,460,63,0,4009,4307,2128,1401,1145,914,897,793,54,1197,6897,2573,1242,912,681,681,729,699,37,116,125,108,85,89,161,389,1573,6500,6502,1441,6427,2532,1471,1100,904,759,591,346,77,0,10870,2346,1125,656,285,251,112,3,0,0,10752,2441,1149,636,311,266,91,2,0,1192,4966,3024,1564,1085,933,826,892,897,269,30,36,51,71,95,260,1766,11049,2238,52,82,433,340,339,349,407,661,1272,3749,8016,8674,3309,1245,653,481,402,319,263,173,129,0,0,6,157,489,1067,2140,4245,7452,92
47,47,19,1991,3586,1766,1119,693,545,317,151,42,2,3384,2682,1374,804,615,532,472,333,31,1370,4745,1576,677,478,376,323,369,294,21,2,6,7,14,19,51,136,397,2938,6659,1571,4264,1554,833,580,470,452,298,179,28,0,8313,1111,489,180,87,36,9,4,0,0,8213,1218,463,200,85,39,7,4,0,1469,3605,1778,864,602,493,409,467,434,108,0,1,1,4,24,97,1041,7414,1616,31,3,96,151,141,179,219,328,631,1939,6542,6821,1709,618,347,229,207,148,119,28,3,0,1,6,71,296,644,1152,2487,5306,266
