,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
11,11,765,550,436,231,327,172,202,184,289,2036,808,507,325,234,184,242,208,245,538,1901,580,340,292,294,256,275,296,385,786,1688,2219,495,205,211,125,159,149,153,177,1299,2289,576,403,303,317,266,308,340,332,58,4792,379,16,5,0,0,0,0,0,0,4801,366,20,5,0,0,0,0,0,0,1355,595,509,368,327,392,388,505,584,169,1640,331,288,153,157,206,153,285,452,1527,2614,1365,567,303,166,90,42,28,10,7,2528,465,284,255,254,271,268,305,247,315,138,143,138,105,134,149,171,210,343,3661
12,12,92,253,730,594,370,300,316,97,32,180,244,313,691,592,411,284,185,59,40,145,169,236,629,627,442,325,254,106,46,130,1398,856,377,136,40,13,7,15,20,102,492,244,344,583,506,352,233,140,65,5,2506,457,1,0,0,0,0,0,0,0,2494,469,1,0,0,0,0,0,0,0,327,179,204,283,475,572,403,346,165,10,667,378,610,541,325,166,85,29,32,131,155,491,639,537,424,384,249,66,19,0,304,138,92,139,305,566,544,375,246,255,47,122,231,280,329,411,418,303,246,577
13,13,747,927,472,155,60,41,28,25,40,131,404,882,700,219,100,64,33,45,66,113,290,498,818,453,188,97,63,53,79,87,555,547,681,420,184,67,30,30,29,83,307,144,179,596,601,354,263,142,40,0,1095,1211,182,78,39,11,9,1,0,0,1081,1207,187,92,36,12,11,0,0,0,207,137,179,320,580,528,316,257,99,3,508,296,616,496,323,126,75,36,52,98,76,100,109,148,203,344,580,599,454,13,169,169,132,286,590,481,329,257,168,45,188,324,515,475,314,177,164,106,84,279
14,14,3562,1948,1593,985,710,394,336,312,456,4876,3073,1933,1807,1209,732,492,361,373,864,4328,2182,1772,1894,1496,986,731,598,580,1157,3776,5996,2342,1033,677,464,417,331,369,465,3078,6410,1767,1781,1544,1100,859,682,568,378,83,12716,2330,46,38,17,19,6,0,0,0,12774,2248,84,22,22,14,8,0,0,0,4061,2001,1486,1736,1522,1398,962,973,855,178,4688,1509,1618,793,658,435,379,384,782,3926,4279,1960,1236,1179,1316,1359,1333,1269,1130,111,6758,1574,942,1060,1299,1185,905,671,413,365,227,527,631,619,712,704,988,1112,1289,8363
15,15,1743,1684,712,299,225,145,97,96,200,1191,870,1315,1037,622,389,199,178,215,389,1178,546,870,1202,731,491,339,285,322,533,1073,1216,965,758,608,389,333,336,455,580,752,1466,817,676,1015,870,546,466,352,173,11,3619,2434,142,70,57,33,29,7,1,0,3637,2396,166,64,53,39,29,8,0,0,661,689,737,924,1018,872,714,543,228,6,1026,664,963,674,464,289,297,371,583,1061,1140,412,359,426,479,677,868,1161,791,79,1429,828,601,703,1053,770,578,300,114,16,317,398,623,658,534,430,455,417,492,2068
16,16,1779,1196,816,361,158,156,155,155,241,4936,1558,1409,623,487,355,234,217,160,483,4427,980,1665,859,580,433,423,212,286,682,3833,3337,1008,443,344,301,246,259,245,386,3384,7166,952,506,347,280,250,206,157,87,2,8365,1108,154,136,67,72,41,9,1,0,8396,1036,219,102,79,59,50,11,1,0,6147,1314,762,465,378,295,261,227,103,1,2850,713,583,333,184,214,212,166,538,4160,3178,1698,620,597,644,769,907,979,533,28,6040,807,710,630,503,420,289,260,160,134,108,247,245,278,299,315,435,525,707,6794
17,17,1927,1361,958,420,251,158,144,56,26,46,1326,1598,755,533,462,292,185,92,61,43,726,1426,952,621,526,416,308,242,98,32,2277,819,451,342,352,402,311,192,133,68,1790,923,527,506,440,443,350,262,105,1,1787,2254,262,349,208,227,129,95,36,0,1819,2116,437,268,236,166,163,113,29,0,1071,952,692,640,559,488,415,355,174,1,2180,836,620,404,390,277,275,208,114,43,38,151,387,551,779,900,946,914,610,71,834,840,783,783,683,571,432,295,108,18,180,404,376,349,352,473,482,582,750,1399
18,18,782,676,575,306,205,223,262,275,449,37699,786,839,432,333,307,274,337,310,1152,36682,541,839,596,393,414,477,401,660,1974,35157,3579,1004,441,421,438,464,553,711,1073,32768,30596,4938,1630,938,746,643,714,698,445,104,40899,450,45,31,7,8,10,1,1,0,40923,416,59,26,7,9,10,1,1,0,15574,9863,6312,2823,2049,1342,1015,1182,1053,239,2167,566,481,338,237,310,424,465,1367,35097,26976,11245,834,549,460,417,364,304,237,66,38085,729,472,378,403,314,318,270,197,286,108,185,161,155,166,182,232,309,501,39453
19,19,3566,3671,947,318,175,110,80,55,103,2443,1930,3272,1689,1153,467,275,134,87,181,2280,777,2938,2096,1353,943,552,243,233,329,2004,2814,2087,1201,836,805,735,532,320,214,1924,4112,2039,1605,1293,1169,608,365,209,66,2,4362,5161,1005,663,173,67,26,7,4,0,4435,4725,1563,453,191,59,31,6,5,0,2978,1840,1912,1529,1335,951,545,271,107,0,3371,1848,1424,855,669,344,295,227,283,2152,1217,1029,288,365,921,1660,2395,2434,1075,84,2916,1131,1975,2118,1774,1020,440,83,10,1,118,454,795,953,1099,1277,1259,1195,980,3338
20,20,3755,3939,1639,481,335,182,142,116,129,237,2577,3741,1910,1068,556,340,185,171,185,222,1313,3588,2485,1336,851,510,308,207,167,190,3550,2032,1337,1012,978,801,565,345,186,149,2766,2506,1782,1433,1049,675,428,237,77,2,2136,4938,1756,1076,511,221,189,75,41,12,2147,4685,1988,1052,515,250,194,75,38,11,1480,2312,2319,1749,1203,888,575,326,98,5,4195,2053,1529,1023,799,457,338,213,151,197,242,225,249,406,822,1515,2429,3044,1818,205,889,1867,2650,2334,1570,921,517,174,30,3,184,488,714,900,1054,1220,1454,1678,1639,1624
21,21,261,1592,1308,912,1171,1738,1316,764,477,34,26,901,1158,1029,1244,2106,1624,1020,454,11,16,1048,1194,852,1663,1976,1388,1026,408,2,555,1111,972,915,1386,1936,1895,738,65,0,116,891,1124,1846,2503,1563,808,579,143,0,0,1807,2140,2629,1210,725,668,311,79,4,0,1538,2607,2339,1213,807,677,291,96,5,22,591,1121,1395,2103,1994,1201,819,324,3,355,832,775,688,1087,1397,2342,1874,222,1,136,446,623,1090,1567,1993,1737,1259,659,63,3,577,1496,2427,2401,1522,778,326,41,2,0,19,193,502,938,1659,2644,2399,963,256
22,22,198,620,658,521,746,934,647,234,112,6,85,700,639,537,600,877,725,346,167,0,56,765,675,512,613,836,632,432,155,0,275,649,514,519,562,1003,937,204,13,0,62,534,554,594,798,954,717,400,63,0,5,734,955,1121,859,502,359,132,9,0,6,605,1134,1047,794,591,372,116,11,0,41,455,554,613,729,793,738,548,203,2,283,596,562,437,422,521,1084,671,100,0,3,128,254,471,770,966,866,685,492,41,6,311,592,867,1030,932,605,286,43,4,0,13,133,398,934,1219,1151,616,206,6
23,23,6750,3623,1475,732,525,492,501,463,793,15505,6566,3660,1578,947,763,644,632,659,1472,13938,4885,4081,2024,1296,888,892,762,1133,2068,12830,10490,2175,1095,890,896,895,900,914,1071,11533,19102,3598,1894,1413,1193,1071,965,807,560,256,26607,3513,358,186,78,59,33,23,2,0,26654,3371,475,152,88,54,39,25,1,0,13512,5030,3466,1948,1837,1407,1290,1134,1000,235,9929,1910,1284,915,691,637,740,801,1596,12356,12818,4510,1737,1497,1464,1599,1820,2432,2336,646,18705,2951,2172,1716,1472,1222,920,707,523,471,1007,873,869,865,853,964,1131,1237,1775,21285
24,24,2782,8745,6931,1938,1042,642,484,203,210,4118,3887,10573,4435,1590,1031,597,467,389,475,3651,3880,10218,4610,1750,1055,668,500,520,577,3317,3961,4277,5143,4012,3133,1687,1011,589,414,2868,6831,6678,4872,3452,2449,1301,718,466,274,54,6506,12867,2808,2343,931,903,464,246,27,0,6497,12164,4198,1648,1032,699,558,272,27,0,5599,6830,5485,3445,2235,1417,926,656,456,46,5652,7030,4987,2588,1729,606,591,289,329,3294,4617,887,656,643,737,1183,2495,5193,8419,2265,5610,5889,5244,4092,2807,1612,925,526,234,156,501,505,752,1706,3366,4499,4489,3288,1926,6063
25,25,83,132,99,93,120,130,328,439,1012,63348,159,223,235,233,208,280,485,766,2727,60468,160,423,418,445,466,571,639,1144,3818,57700,6971,1329,728,605,617,771,862,1243,1866,50792,41079,10075,4584,3197,2187,1563,1348,984,603,164,65683,96,2,3,0,0,0,0,0,0,65688,90,5,1,0,0,0,0,0,0,18757,12366,9098,6238,5305,4364,3734,3026,2283,613,2776,840,469,392,498,405,577,816,2686,56325,58698,6746,169,71,42,20,20,10,8,0,61132,1554,815,627,528,422,328,237,91,50,0,0,4,7,8,22,68,134,422,65119
26,26,8736,2557,873,390,274,176,209,178,335,12325,7619,2564,1321,865,506,310,306,309,639,11614,5923,2957,1555,1063,881,624,534,658,928,10930,9513,1847,834,700,641,620,656,712,781,9749,15121,2788,1433,1110,1025,948,1070,1116,992,450,22328,2958,263,277,123,71,26,4,2,1,22442,2754,443,179,137,53,37,5,2,1,9835,4333,2692,1735,1532,1386,1465,1403,1392,280,9221,1483,788,772,562,455,540,613,770,10849,11177,2472,876,1013,1326,1790,2301,2490,2153,455,13979,2002,1363,1122,1223,1454,1538,1351,969,1052,3161,1274,1015,771,625,632,612,688,1023,16252
27,27,9525,6077,1999,429,339,89,96,26,12,39,7418,7086,2482,953,368,126,110,38,21,29,5370,7493,3002,1407,623,347,174,134,57,24,7853,3233,1630,1230,1290,1108,899,783,496,109,4922,3430,2806,2047,1725,1324,1136,800,344,97,10197,8013,226,134,43,16,2,0,0,0,10565,7553,374,75,47,14,3,0,0,0,3317,3373,3583,2653,2093,1501,1088,674,323,26,9687,3475,1789,1161,955,561,579,293,103,28,46,121,168,376,758,1632,3154,5743,5684,949,1036,2410,3003,3463,3376,2603,1520,813,311,96,2055,2394,2265,2175,1670,1811,1601,1485,1471,1704
28,28,143,3129,1459,264,137,67,48,27,25,2,439,3255,1153,216,96,53,38,29,21,1,461,3063,1321,232,99,52,35,29,9,0,606,1736,1311,754,512,261,101,19,1,0,558,1384,1416,1081,612,181,57,12,0,0,23,4471,703,96,7,1,0,0,0,0,32,4300,860,101,7,1,0,0,0,0,419,1193,1661,1183,570,173,70,28,4,0,1681,2056,994,316,157,53,29,14,1,0,7,41,35,41,99,235,646,1844,2163,190,197,845,1226,1443,987,414,131,47,11,0,9,69,328,587,824,1060,1027,771,505,121
29,29,33,2527,1896,1177,841,497,209,55,18,0,325,2914,1323,846,752,606,376,96,15,0,566,2895,1284,774,630,564,405,121,14,0,299,839,1335,1548,1572,975,448,192,42,3,643,1768,1192,967,1059,845,589,184,6,0,0,2527,1767,1357,871,366,242,102,21,0,0,2340,1958,1258,915,389,247,126,20,0,758,1881,1159,835,786,771,636,374,53,0,767,1767,1431,978,1001,774,452,82,1,0,143,43,168,345,538,685,886,1444,2435,566,297,1918,1220,1094,1155,815,508,202,42,2,0,15,202,628,1294,1738,1531,998,594,253
30,30,200,1493,1759,708,804,253,192,65,15,1,437,2542,1451,618,225,85,87,29,14,2,700,2581,1371,500,178,91,39,21,8,1,1303,1081,631,553,589,532,418,281,97,5,1022,1118,979,844,763,498,197,58,11,0,1430,3631,156,114,80,49,27,3,0,0,1578,3448,185,113,77,53,33,3,0,0,777,1013,1154,996,872,422,190,49,16,1,1697,1395,952,576,494,215,126,25,9,1,301,70,65,87,193,331,774,1701,1719,249,427,978,1071,1213,988,579,185,39,8,2,67,172,418,680,795,844,723,586,451,754
31,31,4640,2762,575,334,448,290,87,37,7,0,3745,3533,764,454,358,195,93,30,8,0,2166,4426,1172,478,381,327,173,51,6,0,2280,2269,1291,981,788,689,484,298,96,4,1587,2523,1854,1438,941,462,259,88,26,2,1271,6901,680,254,61,13,0,0,0,0,1334,6705,861,200,68,12,0,0,0,0,1043,2577,2113,1287,920,694,410,125,10,1,4094,2146,1260,835,487,220,98,36,4,0,0,61,196,263,327,404,807,2049,4037,1036,314,2124,2199,1869,1357,907,344,60,4,2,373,819,1077,1158,1082,1295,1299,1157,653,267
32,32,8536,3153,769,338,174,68,41,32,20,1,7143,3471,1172,681,395,147,72,32,19,0,4864,4386,1601,998,648,342,208,77,8,0,3961,2657,1641,1303,1057,1029,738,544,190,12,3773,2889,1712,1397,1057,828,644,568,248,16,1878,8464,1479,841,301,118,48,2,1,0,1908,8092,1901,773,275,134,46,2,1,0,2969,3066,2159,1422,1170,927,718,535,165,1,6835,2440,1330,933,650,455,306,160,23,0,10,48,80,162,408,867,1590,2631,4703,2633,1384,2816,2301,1976,1798,1278,937,478,140,24,1629,1592,1449,1210,1148,1360,1453,1425,1360,506
33,33,14964,3899,880,225,108,73,66,82,149,3650,11758,4425,1947,1075,660,295,200,116,248,3372,8438,4924,2368,1524,1195,939,724,472,375,3137,11591,2575,1339,1018,977,980,983,996,742,2895,11395,3058,1737,1383,1226,1343,1373,1364,1091,126,16649,6159,609,373,184,100,22,0,0,0,16785,5857,836,320,176,94,28,0,0,0,8564,3701,2567,1831,1641,1599,1548,1671,922,52,12942,2199,1306,1004,806,732,759,734,387,3227,2748,1322,568,884,1560,2590,3508,4358,4637,1921,8411,2508,1956,1993,2109,2188,2165,1581,800,385,3471,2413,1821,1390,1086,1164,1166,1317,1842,8426
34,34,715,264,171,83,79,77,127,131,214,28601,737,346,188,131,119,122,138,170,572,27939,579,399,236,192,166,151,217,331,1065,27126,2317,527,370,285,293,311,394,463,758,24744,18076,4754,2175,1674,1232,1037,713,395,252,154,30212,224,10,9,6,1,0,0,0,0,30215,213,21,6,6,1,0,0,0,0,8811,5402,4087,2891,2337,2203,1961,1686,810,274,1368,278,162,168,117,162,179,292,900,26836,21727,7408,274,235,188,137,153,159,149,32,28553,555,271,202,196,158,137,154,118,118,71,68,66,55,56,61,80,126,286,29593
35,35,221,899,212,288,2326,7118,4982,921,160,1,379,757,329,805,2913,6295,4524,989,137,0,294,818,622,1172,2736,5226,5036,1105,119,0,1382,6446,4288,2309,1495,577,319,218,89,5,258,789,2256,4433,6153,2261,646,286,46,0,12,1008,715,3462,5131,4953,1176,492,144,35,14,963,1373,2750,5840,3885,1587,548,134,34,208,637,1024,1832,4907,5664,2088,616,145,7,375,519,1476,5377,5716,2076,1252,302,35,0,190,1645,5525,4012,2319,1262,671,482,658,364,80,679,1086,2299,3453,4583,3794,976,170,8,3,12,161,487,897,1579,4458,6021,3051,459
36,36,0,0,0,0,63,842,4452,2235,211,5,0,1,11,64,354,1819,3424,2010,123,2,0,27,61,76,330,1676,3543,2019,76,0,1267,2463,1731,1167,794,279,91,15,1,0,119,150,443,1855,3048,1653,499,37,4,0,0,15,106,142,406,3342,3056,723,18,0,0,6,145,113,503,2437,3750,840,14,0,62,101,105,247,1370,2809,2300,778,36,0,47,165,547,1403,2565,1546,1309,211,15,0,70,2500,2946,1542,511,139,56,35,9,0,46,67,159,511,1460,2578,2213,663,107,4,0,0,0,5,38,367,1648,3218,2230,302
37,37,0,0,0,1,66,1917,6907,2750,579,7,0,0,5,11,523,3752,5134,2568,233,1,0,0,9,197,1071,3355,5475,2044,76,0,424,2733,3666,2853,1796,571,163,21,0,0,1,85,662,2741,5160,2645,812,98,20,3,0,26,106,142,592,5618,4702,983,58,0,0,14,127,120,746,4162,5861,1147,50,0,0,3,49,478,2490,5030,3131,971,71,4,0,43,372,2304,4417,2828,1974,261,28,0,116,1065,4469,4096,1728,606,139,8,0,0,0,7,225,1353,3443,4240,2478,430,35,16,0,8,11,28,52,579,3610,5271,2415,253
38,38,2,2331,766,971,3937,4939,2536,347,23,0,576,2005,642,1215,4170,4414,2206,607,17,0,774,1869,830,2086,3877,3925,1967,493,31,0,604,1512,3368,4116,3486,1872,762,130,2,0,192,2098,1294,3119,4679,2738,1307,379,46,0,0,438,944,2079,2721,4489,3672,1389,117,3,0,300,1423,1699,2982,3599,4158,1580,108,3,402,1969,931,1626,3520,4050,2226,968,160,0,311,1766,1563,3241,4667,2297,1670,317,20,0,42,496,891,2151,3472,3583,1884,851,1674,808,35,1775,1462,2742,4020,3321,1744,647,104,2,0,37,226,748,1590,2920,5195,4161,841,134
39,39,0,203,164,159,417,2447,2165,462,78,0,0,225,188,227,1220,2200,1565,425,45,0,0,280,194,348,1647,2289,1060,259,18,0,139,546,1089,1705,1609,759,227,21,0,0,5,230,513,1844,1956,844,451,234,18,0,0,830,2045,1918,697,504,91,10,0,0,0,357,3005,1414,712,474,121,12,0,0,1,184,223,529,1976,1833,875,408,66,0,82,271,378,1292,2290,1133,527,120,2,0,17,126,412,1203,1945,1479,524,210,179,0,0,43,372,1734,2030,1139,568,194,14,1,0,18,132,294,337,477,1481,2639,651,66
40,40,0,0,2,10,19,293,2131,2699,180,0,0,0,3,27,619,2036,2318,322,9,0,0,0,3,315,1502,2506,930,77,1,0,89,437,839,1457,1219,1018,267,8,0,0,0,157,972,2394,1511,282,16,2,0,0,0,332,1896,1840,1021,236,9,0,0,0,0,98,2650,1309,1056,204,17,0,0,0,0,2,173,1067,2095,1447,506,42,2,0,15,226,905,1325,1735,975,148,5,0,0,13,79,284,1057,1948,1453,474,26,0,0,0,51,1013,2206,1592,399,64,9,0,0,0,0,0,0,2,41,594,2392,2181,124
41,41,0,0,4,20,156,2265,7387,5696,1196,18,0,3,21,132,1146,5125,7077,2760,478,0,0,13,95,606,3750,6074,4552,1499,153,0,665,1729,3393,4520,3590,2096,673,74,2,0,20,440,1914,6092,5666,2043,471,78,18,0,0,35,268,3326,4768,5072,2841,396,36,0,0,26,466,3136,4515,4997,3211,362,29,0,2,57,299,1609,5052,5812,3018,795,98,0,12,243,560,2391,5575,5268,2373,303,17,0,328,821,2361,4284,4579,3201,1066,98,4,0,0,162,1855,4925,5173,2957,1297,308,49,16,0,0,2,19,62,307,2260,7864,5594,634
42,42,0,0,0,2,11,74,1347,7333,2168,26,0,0,0,6,40,747,4813,4799,556,0,0,0,5,60,1038,3540,4537,1585,196,0,98,910,1551,2012,2101,2057,1503,666,63,0,0,114,1618,4220,3228,1298,373,81,29,0,0,0,31,867,2057,4572,3125,280,29,0,0,0,22,797,1910,4716,3287,200,29,0,0,3,94,872,2973,3969,2287,648,115,0,0,0,42,613,2159,3121,3754,1240,32,0,14,610,2347,2532,2348,2126,910,74,0,0,2,529,2460,3061,2723,1550,509,88,23,16,0,0,2,35,6,18,408,3084,6983,425
43,43,0,0,99,1206,3103,4052,6367,7041,2228,159,0,9,60,856,3036,5205,7435,6069,1531,54,0,432,2146,3296,4228,4672,6081,2618,757,25,343,1258,1491,1582,1717,2435,3031,4118,5453,2827,93,2767,4450,5500,5625,3058,1580,840,305,37,0,124,851,7251,7528,5964,2083,417,35,2,0,62,1518,6444,8050,5060,2634,452,34,1,64,950,3333,4504,4520,5413,3158,1528,676,109,32,35,130,800,1967,3855,5768,6088,5535,45,44,1010,3083,2258,2454,3026,3335,3864,4338,843,1529,7218,6067,3859,2825,1593,716,333,102,13,0,1,4,31,478,2749,4294,4091,9376,3231
44,44,0,0,0,188,1689,1801,2797,1279,3794,542,0,0,3,195,1503,2434,3109,3427,1400,19,0,0,473,1456,2693,2834,2755,1446,424,9,47,262,446,856,1353,2523,2940,2678,954,31,9,516,1409,2896,3577,2115,1022,427,108,11,0,0,69,4974,4302,1970,573,170,32,0,0,0,353,4527,4518,1782,712,169,29,0,1,67,1005,2976,3136,2416,1318,797,337,37,1,5,20,134,499,1559,3410,5434,1018,10,12,290,984,1856,1977,2086,2256,1787,840,2,112,1611,3109,2974,2398,1228,467,155,32,4,0,0,1,11,183,1027,2520,3714,3861,773
45,45,0,0,0,0,3,100,858,3108,2648,58,0,0,0,0,29,329,2833,3205,379,0,0,0,1,46,490,1956,3235,922,125,0,98,705,939,1239,1241,1087,840,560,66,0,0,144,901,2342,2001,913,350,100,21,3,0,2,100,1160,1515,2476,1423,99,0,0,0,1,214,985,1547,2441,1514,73,0,0,0,6,179,616,1393,2492,1515,480,89,5,0,0,31,318,1489,1966,1866,1058,47,0,7,305,1571,1992,1376,904,481,135,4,0,22,478,996,1652,2085,1072,348,89,26,7,0,0,5,28,28,74,396,1890,3970,384
46,46,0,0,0,0,2,13,21,2658,10311,2643,0,0,0,2,13,103,2040,7660,5792,38,0,0,7,18,301,2640,5997,4777,1902,6,41,169,879,2317,4155,4437,2719,862,69,0,9,40,255,1607,3883,4752,3033,1570,485,14,0,0,1,130,1605,5069,6431,2069,343,0,0,0,0,138,1176,5634,6697,1706,296,1,1,7,49,359,1913,4605,4371,2846,1379,118,5,12,12,80,910,3116,5533,4317,1653,10,49,690,3837,6528,3525,830,161,28,0,0,0,78,447,2001,5035,4890,2250,740,177,30,0,0,0,8,110,564,2548,7545,4730,143
47,47,0,0,0,0,2,13,56,2010,6800,1348,0,0,0,2,11,75,1225,4740,4143,33,0,0,13,36,364,1520,3332,3682,1274,8,1,69,402,1475,2852,3180,1725,473,51,1,0,15,321,1378,2603,2740,1928,955,277,12,0,28,112,1007,1756,3020,2829,1239,231,7,0,16,179,932,1523,3205,3036,1135,196,7,0,1,60,534,1512,2514,2710,1954,870,74,0,0,0,10,264,1400,3541,3650,1349,15,13,610,2817,3689,2223,750,104,22,1,0,0,36,538,1856,3180,2660,1332,498,124,5,0,0,0,1,60,343,1313,4337,3936,239
