,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
1,1,5959,2168,454,150,68,48,64,56,114,699,3870,1662,1473,615,591,382,184,101,217,685,3016,1894,1099,1006,749,584,369,177,254,632,3519,1529,1149,789,742,465,475,296,238,578,4318,1218,737,739,855,841,657,347,66,2,3213,3714,1066,1254,310,136,55,32,0,0,3293,3414,1706,837,323,109,67,31,0,0,3146,1655,1095,673,867,823,771,576,174,0,4098,1313,748,906,706,429,381,334,249,616,604,326,315,446,726,916,1132,1505,2419,1391,2854,1843,1081,831,923,959,794,380,95,20,368,770,901,892,753,701,710,750,1160,2775
2,2,545,1759,1578,366,136,57,42,27,47,1647,327,530,1134,1109,795,375,185,80,81,1588,219,480,683,1175,973,617,306,107,131,1513,1083,582,634,731,742,509,251,131,92,1449,2117,513,436,646,751,867,654,198,22,0,2277,628,1080,1324,543,243,82,23,4,0,2278,536,1402,1156,482,218,105,24,3,0,1288,777,556,426,597,721,887,766,185,1,828,430,580,806,790,594,367,158,116,1535,1393,310,244,464,866,1121,1079,612,112,3,2191,280,379,613,790,822,705,338,72,14,50,255,699,732,520,462,433,278,287,2488
3,3,15897,16700,15238,9906,12924,14835,17099,23693,43555,220006,6698,6045,5706,5147,5771,6286,10625,16541,66398,260636,3676,3285,3497,3561,4373,5518,8074,17523,77693,262653,71483,23081,14043,12431,13061,14531,17657,23454,35294,164818,92639,30797,19422,16493,17082,18819,22637,31595,48679,91690,347565,31358,4539,2904,1671,780,638,274,97,27,347903,30466,5131,2787,1681,861,639,266,92,27,32837,29589,22262,17452,15885,17235,20709,32140,62318,139426,28215,9859,7304,7100,7254,8580,10408,18128,62788,230217,372816,15242,709,273,161,114,110,143,133,152,112650,18517,13197,12114,14245,18031,23971,36291,52516,88321,2644,6479,13109,17597,19670,24354,30146,34418,44228,197208
4,4,108,112,113,93,103,164,304,516,1472,69012,126,131,114,71,88,108,168,360,2110,68721,74,129,115,116,96,125,207,445,3189,67501,2699,1122,775,687,659,820,1009,1502,2130,60594,51055,9188,3337,2040,1580,1291,1193,1135,857,321,71267,698,20,7,3,2,0,0,0,0,71281,681,24,6,3,2,0,0,0,0,22135,17802,10629,5975,3683,2932,2376,2579,2693,1193,842,289,221,221,247,297,418,798,3067,65597,60491,11340,72,29,14,7,7,6,9,22,63759,1991,1235,967,950,993,951,719,334,98,0,0,2,3,10,23,71,232,1144,70512
5,5,6162,3370,675,136,116,59,67,75,111,788,3904,4034,1568,619,233,178,65,102,182,674,2156,3164,2469,1221,1023,378,212,134,225,577,4727,1942,1073,881,690,707,550,343,128,518,3109,1994,1622,1402,1185,972,701,459,111,4,3076,3874,1094,1583,873,771,243,42,3,0,3120,3550,1737,1186,957,609,351,46,3,0,1880,1755,1794,1693,1467,1443,907,489,127,4,5212,1905,1235,865,783,343,289,148,170,609,647,361,368,483,720,1361,2676,3181,1486,276,1443,1185,1232,1906,2522,1843,872,385,130,41,1013,1521,1366,1244,1083,909,880,773,695,2075
6,6,5804,2789,399,73,26,9,10,15,18,110,3891,3823,859,297,126,89,30,23,29,86,2255,3367,1925,671,551,201,128,50,37,68,3287,2336,1248,796,537,431,285,192,84,57,1852,2246,1473,1171,939,674,460,294,134,10,550,3715,1494,1972,821,557,123,21,0,0,578,3290,2450,1387,898,437,186,27,0,0,1024,1938,1940,1323,1078,935,561,315,137,2,4710,2161,994,454,378,147,192,86,57,74,74,61,87,152,310,794,1807,2614,2713,641,393,1440,1626,1646,1664,1380,709,279,91,25,864,1214,1331,1288,1034,948,837,696,649,392
7,7,1718,3881,2937,890,503,276,208,228,159,414,952,2546,2848,1839,983,554,478,325,295,394,524,2346,3002,1735,1106,802,587,442,335,335,1931,1673,978,835,865,1119,857,1230,1177,549,1335,1217,1895,1856,1685,1372,1125,566,162,1,892,1732,911,2071,1611,2129,1217,505,141,5,916,1584,1391,1742,1730,1650,1512,563,121,5,866,845,1682,1685,1767,1797,1264,1008,300,0,2145,1801,1189,949,917,1005,1313,1209,326,360,391,541,416,617,860,1316,1974,2507,2178,414,1106,1115,1322,1958,2352,1842,1023,394,78,24,113,826,1533,1725,1556,1258,1260,1167,691,1085
8,8,2513,3872,887,215,77,45,51,32,51,862,1021,1475,2136,1157,840,645,286,133,83,829,870,1733,1507,1464,976,587,408,172,105,783,2075,834,706,644,1025,890,1078,442,146,765,2774,1015,950,942,838,893,822,336,34,1,1630,1923,1617,2038,674,510,177,32,4,0,1655,1641,2604,1311,729,393,230,37,5,0,1769,1281,1260,943,838,737,926,676,173,2,1913,1013,574,802,777,883,1048,602,197,796,788,357,354,443,700,964,1473,1663,1477,386,2160,1154,1212,1077,1170,1077,572,168,14,1,33,251,722,1065,867,787,737,699,796,2648
9,9,3270,1259,338,284,127,102,185,143,295,5172,1821,1238,989,364,302,306,226,207,564,5158,1388,1620,625,528,409,318,320,282,711,4974,2418,816,629,373,516,354,544,467,514,4544,7490,1181,676,521,401,356,316,197,37,0,6586,3132,471,444,208,207,89,31,7,0,6692,2905,731,302,232,156,115,39,3,0,5560,1894,1119,689,574,476,438,333,91,1,2547,857,416,508,395,356,322,286,553,4935,5165,828,437,356,357,469,666,1050,1478,369,6912,1475,913,659,436,350,229,138,52,11,181,271,300,298,338,372,454,513,752,7696
10,10,2557,1156,364,237,112,61,57,14,41,572,1425,1182,742,364,265,235,174,127,85,572,1067,1363,704,446,361,253,181,138,124,534,1511,695,534,340,420,297,439,334,155,446,1711,905,576,490,444,386,371,246,42,0,1038,1845,529,569,267,338,267,233,79,6,1071,1668,854,389,297,258,300,259,70,5,1193,941,721,506,459,377,420,383,167,4,1746,791,358,401,439,315,301,152,135,533,574,142,178,280,358,391,512,945,1476,315,1179,899,767,608,456,424,386,237,145,70,282,408,446,453,434,373,394,418,599,1364
11,11,957,232,111,92,73,59,88,61,143,3376,592,313,195,78,99,103,97,117,241,3357,393,433,176,133,117,110,119,141,295,3275,739,308,233,144,158,122,166,151,190,2981,3928,485,279,192,113,104,70,19,2,0,3980,844,80,91,47,62,45,33,10,0,4003,800,128,66,51,42,58,36,8,0,2742,1080,501,295,227,144,124,64,15,0,755,305,119,138,120,84,87,104,247,3233,3199,432,195,142,135,129,199,306,429,26,3799,450,325,221,144,122,58,51,20,2,21,76,124,105,111,104,122,110,250,4169
12,12,715,1243,624,181,31,14,10,11,13,122,316,507,747,632,351,135,68,69,25,114,207,459,662,662,386,244,110,91,41,102,639,425,346,328,464,377,214,65,23,83,404,368,421,512,412,345,307,158,37,0,281,990,568,441,218,166,112,115,69,4,286,901,701,406,220,134,123,123,66,4,195,323,364,399,447,388,363,345,140,0,613,453,422,493,366,254,126,87,42,108,117,44,81,184,382,522,686,607,318,23,201,237,415,537,503,458,338,165,75,35,88,170,300,414,390,442,352,304,209,295
13,13,258,1519,298,78,61,33,29,28,38,284,132,1138,588,188,104,83,27,48,50,268,79,283,1183,369,202,104,62,45,52,247,630,446,281,297,255,289,170,26,21,211,608,124,274,655,453,288,159,65,0,0,711,1153,379,253,78,29,20,3,0,0,730,1092,458,216,72,32,23,3,0,0,425,186,169,538,540,324,214,189,41,0,761,570,396,358,129,60,54,20,30,248,276,169,151,165,219,298,479,634,234,1,484,127,336,505,396,260,207,147,118,46,91,215,310,358,459,264,142,76,82,629
