,District,cloud_01,cloud_03,cloud_05,cloud_07,cloud_09,cloud_11,sum_cloud
417,56,7.932928285,5.417738983,5.435475305,6.254990684,5.465752834,5.751061571,36.25794766
418,291,0,0,0,0,0,0.060648944,0.060648944
419,574,1.56660746,0.024866785,0.017761989,0.515097691,0.142095915,0.372407956,2.638837796
420,556,0,0,0,0.003634513,0.007269027,0.010924982,0.021828522
421,346,0.099667774,0,0,0,0,0,0.099667774
422,253,0.190025955,0.773430391,0,1.529798217,0.839506173,0.904646594,4.23740733
423,323,0,0,0.151253241,0,0.108038029,0,0.259291271
424,22,0,0,0,0.021477663,0,0,0.021477663
425,588,8.617283951,0,2.766063012,0,0.223797091,0.462203668,12.06934772
426,302,0.022237047,0,0.422550873,0.022237047,0.011120996,0.05564211,0.533788073
427,562,3.803708476,0,0,0,0,0,3.803708476
428,633,0.046849379,3.84537849,0.306420233,0.265999061,0.328053238,0.113256696,4.905957099
429,274,7.627916192,0.995591659,1.053338153,0.780819861,0.039625539,0.009906385,10.50719779
430,208,5.478431007,0.121121774,0.214292369,0.819901239,1.975216622,2.599459611,11.20842262
431,264,3.172205438,2.567975831,0.625695217,4.383072273,0.054929964,0.233452348,11.03733107
432,369,0,0,0,0,0,0,0
433,290,0,0,0.074471254,0,0.021811837,0.014541224,0.110824315
434,176,0.046791835,0.064338773,0.023395917,0.011697959,0.035093876,0,0.18131836
435,442,0.003712642,0.011137925,0,0,0,0,0.014850566
436,55,0,0,0,0,0,0,0
437,371,0,0.01092538,0,0,0,0,0.01092538
438,475,0,0,0,0,0,0,0
439,359,0.085616438,0,0,0,0,0,0.085616438
440,386,2.405848848,0,0,0.170111423,0,0.178525886,2.754486157
441,135,0,0,0,0,0,0,0
442,277,4.069329314,0,3.039750585,0.226073851,0,0,7.33515375
443,511,0,0,0,0,0,0.0824825,0.0824825
444,203,0,0.004226721,0.279554407,0.21999175,0,0.055543687,0.559316566
445,285,0,0,1.13072803,0.44105854,0.079349335,1.309264035,2.960399941
446,376,0,0,0.002215232,0.006648199,0.066456958,0.008860928,0.084181317
447,306,1.081843838,0.89491347,0.035295779,1.37963844,0.151810887,0.250052094,3.793554507
448,72,0,0,0,0,0,0.027495188,0.027495188
449,79,0,0.005106991,0,0,0,0.03574894,0.040855932
450,630,0,1.991281417,8.879546468,0.15663822,0.010763683,1.568469737,12.60669952
451,278,0.073728189,0,0.024820055,0.147456377,0.049152126,0,0.295156747
452,305,0.145389476,0.011183806,0.268065268,0.005591903,0.005591903,0.083878544,0.5197009
453,333,0.157466911,0.302256279,0.042665756,0.02554931,0.0340469,0.072349662,0.634334818
454,463,0.090359079,0,0.011785967,0.035357901,0.015714622,0.078573112,0.231790681
455,356,0.045787546,0,0,0,0,0,0.045787546
456,329,0.059012524,0.04589863,0.1114681,0.019672131,0,0.026227788,0.262279173
457,94,0,0,0,0,0,0,0
458,466,0,0,0,0,0,0,0
459,458,0,0,0,0.003592599,0,0,0.003592599
460,166,0,0.02218377,0,0,0,0,0.02218377
461,307,0,2.519394731,0.018615041,0.212510395,1.941747573,0,4.692267739
462,145,0,0,0.111886271,0,0,0,0.111886271
463,81,0,0,0,0,0.004727238,0,0.004727238
464,478,0.010112246,0,0,0,0,0,0.010112246
465,634,0,0,44.51612903,0,3.75,4.375,52.64112903
466,355,0,0,0,0,0,0.008161267,0.008161267
467,407,0,0,0,0,0,0,0
468,482,0.039425958,0.094622299,0,0,0,0,0.134048257
469,25,3.856560866,1.426887919,4.034476993,5.346853763,4.956508469,1.435321242,21.05660925
470,345,0.113979598,0.029599811,0.262153075,0.00569898,0,0.262153075,0.673584537
471,303,0.067548007,0.009649715,0.945672103,0.038598861,0.501785197,0.067548007,1.630801891
472,271,0.012888259,0,0.633161852,0.430303821,0.051553035,0,1.127906967
473,297,0,0,0.570057006,0.018520233,0.018518519,0.862868807,1.469964564
474,516,0,0,0.001499318,0,0,0,0.001499318
475,631,0.004716759,0.061317862,1.753039028,0.033018868,0,0.681652617,2.533745134
476,23,6.461648142,3.774021,5.62158583,5.271839989,6.147401403,7.487054322,34.76355069
477,92,0,0,0,0,1.785714286,0.357142857,2.142857143
478,590,0,2.365984684,0.769777357,0.173010381,1.723920976,20.75284091,25.78553431
479,454,0.228282705,0,0,0,0,0,0.228282705
480,120,0,0.006166939,0,0.009250409,0,0.00308347,0.018500817
481,289,0.015174507,0,0.007661661,0,0,0.007587253,0.030423421
482,219,0.186472283,0.203424309,0.194948296,0.11866418,0.135616206,0.203424309,1.042549585
483,244,2.507616592,0,0,0,0,0.459770115,2.967386707
484,360,0,0.006312733,0,0,0,0.050501862,0.056814595
485,403,0,0,0.042305314,0,0,0,0.042305314
486,398,0.002705994,0,0.102827763,0,0,0.064943851,0.170477608
487,607,0.338260664,1.821228236,0.200350614,1.262828318,0.405204628,5.217290933,9.245163393
488,448,0,0,0,0,0,0.048604361,0.048604361
489,192,0.303830911,0.066050198,0,0,0.079260238,0.039630119,0.488771466
490,388,0.314995441,0.002763118,0.038941893,0.298746923,0.01381559,0.035920533,0.705183497
491,440,0.011464603,0,0,0.002866151,0,0,0.014330754
492,322,0.111172874,0,0.038015586,0,0,0.018556318,0.167744779
493,418,0,0,0,0,0,0,0
494,567,0,0,0,0,0,0,0
495,433,0,0,0,0,0,0,0
496,9,2.711409396,1.601789709,1.369127517,8.924894817,0.733780761,3.666434193,19.00743639
497,193,0.305468634,0.037252272,0.238414543,0.029801818,0.208612725,0.119207272,0.938757264
498,213,0.048917696,0.012229424,0.513635808,0.623776908,0.134523664,0.48917696,1.822260459
499,88,0,0,0,0,0.05220569,0,0.05220569
500,519,0,0,0,0,0,0,0
501,228,0,0,0,0,0,1.76366843,1.76366843
502,575,4.681479918,0,0.582318687,0.153463513,0.411674671,0,5.828936789
503,138,0.016669445,0.008334722,0.008334722,0.008334722,0,0.208368061,0.250041674
504,526,0,0,0.006352937,0.001588234,0,0,0.007941172
505,44,0,0,0,0.049627792,0,0,0.049627792
506,319,0,0,0.106044539,0.063626723,0.19088017,0.148746281,0.509297713
507,617,0.828456835,2.58689097,0.12082767,3.431002539,0.219079865,0.305546851,7.491804728
508,5,2.145514318,3.469158232,2.067652911,0.995154033,2.141866112,0.380655766,11.20000137
509,547,3.05502952,1.03598084,0.440013367,2.11289015,2.445137574,0.225614172,9.314665623
510,417,0.010716104,0,0.064296622,0,0,0.01339513,0.088407855
511,250,0.813397129,3.141053868,7.140860035,5.785083173,6.125734174,4.402146571,27.40827495
512,605,0.187639732,2.610966057,0.454921423,0.016020506,0,0.194649217,3.464196935
513,174,0,0.055328096,0,0,0,0.022131238,0.077459334
514,237,0,0,0,0,0,0.546547641,0.546547641
515,296,0.0214832,0,2.450137552,0.408180803,0.193348801,0.004302371,3.077452726
516,483,0.005740858,0.022963431,0,0,0,0,0.028704288
517,377,0.017928644,0,0.029881073,0,0,0.011952429,0.059762147
518,392,0,0,0,0,0,0,0
519,51,2.161160852,0.105337079,0,0,0.015465512,0.069372182,2.351335624
520,17,2.244249112,3.272863288,2.824013465,2.067280586,8.440437368,3.796521414,22.64536523
521,73,0,0,0,0,0,0,0
522,114,0.000576784,0.021341024,0.003460707,0.003460707,0,0,0.028839221
523,639,0,0,0,0,0,0,0
524,502,0,0,0,0,0,0.008984726,0.008984726
525,201,0,0.52802957,0,0,0,0,0.52802957
526,288,2.55423373,0.198273851,0.373221367,0.117192078,0.046652671,0.606484721,3.896058418
527,284,1.566544068,0.143032284,0,0.19228128,0.040866367,3.187576624,5.130300623
528,195,0.006636581,0,0.006636581,0,0,0.019909743,0.033182904
529,152,0,0.547867567,0,0,0,0.009445993,0.55731356
530,611,0.047664442,5.919923737,4.527901139,0.114591291,1.154359855,0.372965642,12.13740611
531,301,0.058462438,0.058462438,3.217918623,0.097446891,0.038974959,1.013348923,4.484614272
532,553,0,0,0,0.003755775,0.048061721,0.761209857,0.813027352
533,635,4.105090312,0.105152471,0.17921147,7.173356106,0,2.134646962,13.69745732
534,467,0,0,0,0,0,0,0
535,514,0,0,0,0.003009419,0,0.015047097,0.018056517
536,598,0.777470629,4.518990851,0.089237908,1.973802261,0.621976503,20.37376328,28.35524144
537,624,4.922390876,15.16829247,4.357678229,2.009005888,1.500728925,3.248159376,31.20625576
538,85,0,0,0.014708045,0,0.014708045,0,0.029416091
539,252,1.445783133,2.052785924,1.683501684,2.540106952,2.874963094,1.719642209,12.31678299
540,434,0,0,0,0,0,0,0
541,42,0,0.009123255,0,0.036493021,0,0,0.045616276
542,518,0,0,0,0,0,0.10384216,0.10384216
543,170,0,0,0.004958104,0,0,0.04958104,0.054539144
544,559,0.002825577,0.011302308,0,0.011302308,0.016984657,0.076290582,0.118705434
545,384,0.003651501,0,0,0.018257504,0,0.025560505,0.04746951
546,464,0,0,0,0,0,0,0
547,571,0.020482942,0,0.034138237,0.011379412,0.015954052,0.578744715,0.660699359
548,517,0,0,0,0.007385706,0,0.004923804,0.01230951
549,234,0.105115627,0.005839757,0,0,0,0.005839757,0.116795141
550,594,0,0.162453041,0.680389286,0.195493364,0.589946662,0,1.628282353
551,424,0,0,0,0,0,0,0
552,506,0.318509615,0,0.006010338,0,0,0.036057692,0.360577645
553,167,0,0,0,0,0,0,0
554,334,0,0,0,0.005002001,0,0.260104042,0.265106042
555,95,0,0,0,0,0,0,0
556,597,0.066459903,0.074101519,0.190818274,0.406053894,0.332299513,0.699975863,1.769708965
557,378,0.430792283,0,0.337141787,0.168570893,0,0,0.936504963
558,99,0,0.006093969,0.012187938,0.012187938,0,0,0.030469845
559,310,0,10.12358664,0.194156805,0.014525383,0.047950132,0.226199188,10.60641815
560,423,0,0,0,0.004294149,0,0.002147075,0.006441224
561,229,0,0,0,0,0.077234987,0.02896312,0.106198108
562,257,1.129943503,0,1.554404145,1.751297257,4.688869413,1.126676602,10.25119092
563,565,0,0,0,0,0.002842686,0.05191509,0.054757776
564,212,0.117560617,0.117560617,0.073475386,0.029390154,0.022042616,0.389419544,0.749448935
565,604,6.753001625,1.731198809,0.036701096,2.319477507,4.832733432,2.995697668,18.66881014
566,640,0,0,0,0,0,0,0
567,59,2.948198323,3.792127033,1.526037316,2.743714654,16.66666667,1.921048248,29.59779224
568,336,0.011646867,0.877014073,0.116788321,0.046587468,0.023293734,0.034940601,1.110271064
569,61,0.130532811,0,0.138335096,0,0.015042118,0.011870375,0.295780401
570,86,0,0,0,0,0,0.017689722,0.017689722
571,58,6.919121085,6.080843585,5.745303733,9.965380811,0,3.742252368,32.45290158
572,185,0.246723207,0.231303007,0.0154202,0.038550501,0.023130301,0.131071704,0.686198921
573,54,0,0,0,0,0,0,0
574,397,0.026543975,0,0.008847992,0,0,0,0.035391966
575,47,0,0,0,0.019552253,0,0,0.019552253
576,80,0,0,0.005176251,0,0.005176251,0.031057508,0.041410011
577,33,0.26560425,0.129259087,0.307487742,0.698051274,0.74436499,0.588015181,2.732782523
578,512,0,0,0,0,0,0,0
579,450,0.008999685,0,0,0,0,0,0.008999685
580,415,2.567196928,0,0.010970927,0.060340099,0,0,2.638507954
581,286,0.065922921,0.045638945,2.265521121,0.300132262,0.030425963,0.872210953,3.579852166
582,314,0.030044208,0.615906262,0.192133816,0.045609539,0.165243143,0.712492221,1.761429188
583,295,1.032136993,0,3.155055125,0.838701835,0.140745954,0.046920821,5.213560728
584,625,10.16185338,2.146440592,2.21691678,0.92995793,0.06299393,2.067153952,17.58531656
585,582,0,0,0,0.017169347,0.126103405,0.732345248,0.875618
586,102,0,0,0,0,0,0,0
587,27,0,0,0.005367398,0.096623544,0.021540118,0,0.123531061
588,543,0,1.770806982,0.160540769,0.004216207,0,0.193945527,2.129509485
589,122,0,0,0,0,0,0.00429461,0.00429461
590,576,0.118147448,0.383979206,0.166270784,1.547731569,1.133676872,5.759722037,9.109527915
591,173,0,0,0.024148756,0,0,0.018111567,0.042260324
592,337,0.36015356,0.008940945,0.007915463,0.043535046,0.015830926,0.035619583,0.471995522
593,89,0,0,0.049883605,0,0,0,0.049883605
594,616,0.986883198,0.54200542,0.042955326,0.117708606,0.018968134,0.126617895,1.835138579
595,555,0.057046083,0,0,0.00356538,0.019609591,0.008948866,0.08916992
596,459,0,0,0,0,0,0,0
597,108,0,0,0,0,0,0.004433607,0.004433607
598,320,0,0,0,0.077150572,0.090392562,0.554123711,0.721666846
599,596,0.250085814,5.856255546,1.674826076,0.333911257,3.299442761,0.577200577,11.99172203
600,481,0.027628125,0.046967813,0.002762813,0,0,0.088410001,0.165768753
601,330,0,0.041657988,0,0,0,0.013885996,0.055543984
602,139,0,0,0,0,0.098425197,0,0.098425197
603,239,0,0,0,0,0.072586499,0,0.072586499
604,439,0,0,0,0,0,0.005858574,0.005858574
605,404,0.006980803,0,0.003490401,0,0.010471204,0,0.020942408
606,561,0.247754723,0,0,0,0,0,0.247754723
607,579,0,0.002164924,0.012989543,0,0,0.052162573,0.067317041
608,24,1.756781694,1.681676162,2.690533309,2.537169909,3.88374676,3.21221457,15.76212241
609,294,0,0,0.95587673,0.282939512,0.206469374,0.068981375,1.514266991
610,461,0,0,0,0,0,0,0
611,249,1.445881275,2.742395266,5.51425031,4.384141502,1.788246055,2.474626116,18.34954052
612,292,0,0,0,0,0.044365572,0,0.044365572
613,315,0.857444174,0.04585263,1.920221716,0.137557889,0.889541015,0.275115778,4.125733202
614,11,2.638674884,1.521571649,2.003853565,1.8329153,1.830090541,2.865657955,12.69276389
615,318,11.75369961,0,0.102266917,0,0,0.102058173,11.9580247
616,124,0,0,0,0,0,0,0
617,65,0,0.013164824,0.039494471,0,0,0.421274355,0.473933649
618,142,0.012312238,0,0.012312238,0.024624477,0.006156877,0.061561192,0.116967023
619,350,0,0,0,0,0,0.055819146,0.055819146
620,554,0.031850177,0.39422453,0.103507305,0.132583107,0.003189538,0.589995014,1.255349671
621,548,0.137749671,1.417151921,0.378533351,0.008647028,1.108258719,0.131639433,3.181980124
622,437,0,0,0,0,0,0,0
623,18,2.964875036,1.097655119,3.779585799,13.81343722,4.12289916,3.291263326,29.06971566
624,181,0.131949331,0,0,0,0,0,0.131949331
625,30,0,1.204819277,0,2.626299471,0,0.13986014,3.970978888
626,629,0,0,0.075671585,0,0.134811264,1.297236323,1.507719172
627,325,0.345733647,0,0.300343249,0,0.013829346,0.041580042,0.701486284
628,184,0.640374854,0,0,0.335806326,0,0.007809449,0.983990629
629,156,0.014525735,0,0.150099259,0,0.174308817,0.058102939,0.39703675
630,31,0.206971678,0.042747221,0,0,0,0.029726516,0.279445415
631,251,0.351229303,0.185669677,0.454029512,0.122850123,0.331414617,0.130929001,1.576122232
632,527,0,0.002254588,0,0,0,0.074401407,0.076655995
633,115,0.004733541,0.007889235,0,0,0,0.002366771,0.014989547
634,28,0,0,0,0.473305566,0.170745589,0.343824385,0.98787554
635,549,0,0.091894376,0.048212258,0.00958379,0.466228817,0.732446996,1.348366236
636,420,0,0.014962594,0,0,0,0,0.014962594
637,50,0,0,0,0.017804683,0,0,0.017804683
638,210,0,0.58891455,0.011547344,0,0,0,0.600461894
639,585,0,0,0.014281634,0.25651988,0,0,0.270801514
640,154,0.084043244,0.011460442,0.034381327,0.01528059,0.213928258,0.095503686,0.454597547
