,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
10,10,77,3,0,0,2,2,0,1,18,880,87,6,0,0,0,2,1,6,41,762,89,2,1,0,0,1,1,15,29,690,72,3,6,7,8,2,6,9,15,609,526,10,2,1,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,222,330,30,9,6,5,0,0,0,0,11,3,1,5,10,9,21,37,67,855,680,52,1,0,0,0,0,0,0,0,536,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
11,11,48,0,0,0,0,0,0,0,2,3395,48,1,0,0,0,4,0,2,39,3303,40,0,0,0,0,2,2,11,122,3158,54,14,19,13,34,22,31,44,68,2979,3008,55,11,11,16,7,8,3,0,0,3006,3,0,0,0,0,0,0,0,0,3043,3,0,0,0,0,0,0,0,0,2262,710,102,36,19,10,16,22,9,0,1,1,0,2,1,1,10,27,132,3291,2526,750,1,0,0,0,0,0,0,0,3074,10,4,7,7,4,8,5,0,0,0,0,0,0,0,0,0,0,9,3110
12,12,110,4,4,1,17,41,84,232,411,1273,126,4,4,15,25,62,206,298,570,793,111,32,8,39,72,213,218,278,559,492,311,207,199,176,149,123,110,138,161,347,481,169,169,216,203,147,141,80,29,3,1390,9,0,0,0,0,0,0,0,0,1458,9,0,0,0,0,0,0,0,0,121,247,154,152,231,269,242,172,133,17,38,57,78,99,130,164,215,267,479,684,571,700,318,164,90,32,4,3,12,17,495,197,189,256,217,173,49,29,21,12,0,0,0,9,13,12,23,90,299,1192
13,13,97,3,3,2,6,14,38,26,17,236,85,7,2,0,3,5,42,29,23,179,73,9,0,1,3,40,39,14,23,119,86,3,4,1,2,9,19,36,31,81,49,10,3,2,9,19,24,14,1,0,43,1,0,1,0,0,0,0,0,0,81,1,0,1,0,0,0,0,0,0,35,22,13,21,13,13,17,33,8,0,14,1,1,4,2,6,50,42,107,239,92,95,4,2,13,19,13,6,5,20,69,39,9,6,2,3,0,0,0,3,0,0,0,0,0,0,0,0,1,130
14,14,0,0,0,0,16,98,303,556,783,13416,0,3,38,44,127,254,569,685,1234,12218,0,23,80,159,325,579,560,695,1595,11156,812,617,503,394,399,368,452,466,673,10488,10184,1543,1339,855,371,201,143,146,139,251,15171,1,0,0,0,0,0,0,0,0,15171,1,0,0,0,0,0,0,0,0,6584,2926,1159,1381,1215,732,401,199,255,320,222,225,195,277,382,415,443,457,1149,11407,9148,4202,976,463,200,134,47,2,0,0,12243,899,648,630,468,189,78,11,2,4,0,1,3,2,4,5,23,163,749,14222
15,15,95,2,2,1,7,29,60,95,98,2813,146,3,6,3,23,41,65,126,175,2548,99,33,13,25,57,69,83,110,240,2285,188,84,74,72,44,56,58,105,127,2105,1181,662,453,152,63,64,54,8,2,1,2433,1,0,0,0,0,0,0,0,0,2493,1,0,0,0,0,0,0,0,0,765,373,424,637,276,144,82,50,9,2,24,13,33,43,46,56,81,103,172,2675,1587,892,177,77,61,41,18,17,14,23,2227,188,96,54,38,28,5,1,0,3,0,0,0,0,0,0,0,17,75,2548
16,16,210,642,505,366,326,276,364,362,676,6226,434,755,476,371,350,358,386,470,1191,5162,311,868,601,441,452,432,467,625,1586,4170,2600,673,365,302,322,342,390,518,675,3766,7416,1022,476,260,192,181,151,131,108,16,9700,253,0,0,0,0,0,0,0,0,9722,231,0,0,0,0,0,0,0,0,5557,1690,940,552,351,313,216,200,128,6,1832,515,301,290,259,319,318,477,1106,4536,3260,3142,1306,718,599,437,315,155,21,0,7778,576,431,313,263,203,154,129,78,28,65,112,120,106,73,109,122,215,342,8689
17,17,111,320,267,202,184,135,112,108,215,3693,244,395,248,179,164,134,131,147,360,3345,166,450,273,227,193,158,175,194,475,3036,1191,294,158,115,120,113,140,159,243,2814,3209,1076,481,252,163,76,59,24,7,0,5154,193,0,0,0,0,0,0,0,0,5158,189,0,0,0,0,0,0,0,0,1758,1166,888,626,405,295,149,51,9,0,878,269,144,126,89,116,120,131,354,3120,2799,986,427,318,289,235,205,84,4,0,3988,399,307,257,206,124,50,12,4,0,1,5,5,24,49,83,111,139,293,4637
18,18,302,873,663,473,442,363,342,413,737,36844,849,1046,611,418,393,366,391,544,1212,35622,701,1142,770,507,493,447,523,666,1730,34473,4127,806,438,390,353,404,488,650,1006,32790,34978,3669,1055,563,330,243,213,207,159,35,41171,277,4,0,0,0,0,0,0,0,41176,272,4,0,0,0,0,0,0,0,22187,9011,4523,2332,1413,806,491,378,269,42,2849,626,367,313,291,281,362,499,1222,34642,29570,8333,1489,775,487,325,246,156,65,6,38681,708,396,306,296,292,231,218,184,140,112,121,117,124,122,157,159,243,380,39917
19,19,1825,3806,945,290,180,142,152,178,380,3570,1514,3648,1309,371,257,206,201,257,654,3051,744,3705,1723,608,341,299,292,340,804,2612,2556,1544,935,779,707,741,695,533,435,2543,4558,2355,2004,1309,707,336,149,46,4,0,7569,3893,6,0,0,0,0,0,0,0,7645,3817,6,0,0,0,0,0,0,0,2798,2191,2605,1792,1071,617,297,94,3,0,3013,1700,1105,806,455,359,260,288,630,2852,1886,1339,653,410,392,643,1381,2528,2159,77,4494,1384,2287,1786,1080,347,84,6,0,0,5,123,453,793,1069,1358,1234,794,647,4992
20,20,864,1655,852,272,213,151,166,122,197,1665,1118,1522,704,306,194,143,157,136,288,1446,722,1527,804,408,261,197,164,184,271,1292,1886,674,429,316,301,284,262,197,146,1160,2225,927,683,554,286,203,128,74,40,2,2789,1775,37,55,31,25,18,14,1,0,2988,1722,52,23,29,11,21,12,0,0,1324,1035,1069,720,504,277,203,135,60,3,1880,857,498,385,286,253,212,204,238,1429,1355,518,262,237,401,508,688,923,674,77,1832,494,853,800,517,315,180,82,22,27,29,107,181,274,403,536,509,402,377,2304
21,21,259,1054,1930,1595,1027,572,344,332,180,7,345,1290,1821,1502,926,498,383,313,103,0,337,2197,2310,887,457,325,292,183,40,0,1057,814,535,384,414,428,604,943,1172,515,414,1151,1985,1415,853,370,124,26,2,0,548,5157,95,46,14,30,9,3,0,0,773,5075,120,19,7,19,9,5,0,0,307,799,1991,1348,972,597,352,141,19,0,745,847,584,642,832,1228,1477,889,113,0,171,275,200,227,268,487,742,1237,2431,814,1005,1627,852,910,904,652,326,54,4,5,0,13,92,359,638,877,1023,1659,1208,469
22,22,80,1569,1740,695,279,122,92,51,45,3,174,1595,1544,746,275,143,72,63,62,2,143,2274,1342,431,226,102,52,63,43,0,631,906,536,383,327,384,484,538,412,75,67,1074,1675,934,530,251,94,38,13,0,37,4471,77,51,16,15,6,2,1,0,37,4455,103,40,18,12,7,3,1,0,17,766,1811,916,576,325,154,71,36,4,1061,865,478,521,636,560,401,126,28,0,1,55,78,72,154,341,573,1113,1926,363,261,1111,977,912,622,384,247,132,29,1,0,12,95,353,626,931,1173,1233,247,6
23,23,3225,2266,944,558,458,451,477,610,936,20701,3221,2544,1030,628,527,548,509,652,1678,19365,2199,2961,1479,836,679,635,673,902,2165,18252,6607,1522,846,647,679,684,711,846,1133,17154,22432,3724,1506,945,738,572,448,318,157,19,27942,2832,59,13,8,3,1,0,1,0,28011,2758,64,12,8,4,1,0,1,0,14684,6389,3959,2161,1396,902,636,460,254,18,5767,1251,777,630,474,503,499,675,1632,18351,14928,6937,1734,1038,863,892,1214,1883,1165,127,23642,1802,1475,1351,1057,651,354,236,114,147,156,364,572,545,561,576,668,702,931,25621
24,24,10283,8225,877,335,210,149,104,107,118,1674,9907,8608,922,334,216,173,157,128,212,1565,6605,11795,1099,416,219,180,158,126,272,1473,9333,5052,2190,1241,963,867,687,421,187,1560,5029,10375,5164,1504,472,181,119,93,36,3,5347,17727,104,6,0,0,0,0,0,0,5508,17563,109,5,0,0,0,0,0,0,3028,8413,7722,2152,716,351,203,129,77,19,13703,3825,1481,711,284,137,107,103,159,1458,1984,680,359,264,353,502,1082,4065,11438,1616,3422,3606,5652,5011,2725,1265,526,170,42,82,110,297,1242,2760,4007,4369,3354,2035,829,3219
25,25,38,1,0,0,0,0,3,5,45,63248,59,0,0,2,4,2,11,33,132,63067,60,1,2,6,9,22,36,47,275,62799,369,153,107,90,109,116,132,232,431,61454,42761,13476,3999,1483,727,313,144,52,21,3,62785,21,0,0,0,0,0,0,0,0,62834,21,0,0,0,0,0,0,0,0,13831,16343,13733,8813,5347,2855,1347,598,164,17,49,36,30,17,18,26,33,72,289,62769,33567,29502,85,6,6,5,7,6,6,1,62632,107,69,70,51,34,8,3,0,1,3,0,0,0,0,0,0,0,2,62965
26,26,770,594,353,178,100,81,60,79,111,5973,796,443,331,210,156,137,80,94,195,5599,643,374,281,219,189,161,183,203,232,5225,1147,249,142,127,112,157,170,225,185,4843,3174,907,544,425,355,347,247,227,186,46,5392,285,10,5,0,0,0,0,0,0,5650,271,6,1,0,1,0,0,0,0,1831,957,765,633,556,582,538,593,275,25,979,270,180,141,119,158,184,193,286,5917,3758,1867,216,204,271,338,343,250,85,7,5230,112,114,128,140,167,194,201,124,49,364,195,123,93,75,81,47,62,95,5324
27,27,56,1,1,0,0,0,1,0,0,0,113,5,1,1,2,0,0,0,0,0,132,52,8,1,0,0,0,0,0,0,208,30,8,5,2,4,1,0,0,0,304,183,63,21,5,3,1,0,1,1,469,228,0,0,0,0,0,0,0,0,477,220,0,0,0,0,0,0,0,0,158,168,80,33,11,1,1,0,0,0,18,1,0,0,0,0,0,0,0,0,8,10,7,5,10,6,13,20,46,68,21,28,23,28,24,23,18,15,14,64,41,5,10,19,12,16,7,9,2,1
28,28,2990,578,97,23,22,14,11,7,13,5,2802,875,100,34,19,16,10,11,11,2,1882,1842,160,45,23,17,13,16,4,0,2565,1030,341,136,51,12,7,3,2,1,1150,2233,805,215,54,18,9,5,1,0,752,3927,2,0,0,0,0,0,0,0,793,3887,2,0,0,0,0,0,0,0,589,1861,1372,381,100,38,23,12,3,0,3160,359,50,12,5,3,2,4,6,1,44,45,30,54,78,197,365,646,2170,373,72,809,1124,717,503,385,254,142,25,117,138,89,270,447,642,848,748,469,199,30
29,29,2307,3769,722,232,124,53,30,14,2,0,2375,3354,891,278,175,104,39,28,9,0,1510,4202,919,301,161,92,41,21,6,0,2209,1733,795,549,507,405,447,428,170,10,594,2924,2097,891,421,234,78,11,3,0,71,6977,199,6,0,0,0,0,0,0,77,6937,232,7,0,0,0,0,0,0,366,2234,2689,1034,475,250,150,47,8,0,3758,1146,783,762,535,203,51,11,4,0,121,33,58,84,122,232,462,1769,3781,591,416,1139,1986,1888,1068,482,197,61,12,4,7,96,416,1063,1501,1608,1282,871,206,203
30,30,388,186,15,4,2,0,0,0,0,0,468,202,10,2,0,0,0,0,0,0,403,305,47,5,2,0,0,0,0,0,479,222,49,39,6,8,3,3,2,1,420,321,170,75,25,6,1,0,0,0,241,776,52,0,0,0,0,0,0,0,244,770,55,0,0,0,0,0,0,0,294,312,202,91,28,9,0,2,0,0,465,69,7,2,1,1,1,0,0,0,117,12,15,9,6,21,48,136,299,93,122,83,187,161,104,58,27,15,6,49,50,21,71,99,134,90,31,35,20,129
31,31,4851,1510,223,85,66,27,22,10,4,1,3317,2784,359,146,87,56,32,15,3,0,1543,4155,699,204,96,65,27,9,1,0,3028,1732,625,354,189,184,169,182,237,98,802,2608,1787,1000,417,129,40,11,1,0,469,5223,851,188,36,9,1,0,0,0,473,5122,939,196,35,11,1,0,0,0,253,1736,2307,1422,654,271,124,26,2,0,4508,1099,295,247,320,226,107,6,1,0,0,15,28,57,112,294,735,2191,2869,497,368,820,1371,1551,1339,828,416,89,12,1,108,560,975,1109,1101,998,901,739,297,7
32,32,11377,1392,126,52,40,24,17,5,17,26,8282,3698,605,243,117,48,34,16,23,19,5149,5413,1380,540,276,210,82,31,18,13,7418,2917,1026,550,338,226,170,143,202,139,3450,3995,2204,1244,838,610,436,282,73,0,2430,8885,1239,378,137,34,27,2,0,0,2411,8741,1392,389,129,41,27,2,0,0,1975,3518,2961,1824,1066,792,557,352,87,0,9651,1720,628,417,316,197,79,11,19,14,24,38,124,348,647,1015,1619,3152,4613,1532,812,1854,1983,2187,2082,1657,1288,802,346,118,1137,1711,1812,1630,1638,1656,1708,1067,494,232
33,33,8956,2882,1199,516,333,260,235,280,375,4739,7254,3300,1442,915,617,556,390,316,631,4258,4709,3778,1778,1213,951,879,773,784,836,3877,9782,1808,825,584,539,503,512,610,550,3775,9499,2545,1409,1108,964,829,900,872,798,249,15787,2855,203,67,17,1,0,0,0,0,15853,2813,225,71,17,1,0,0,0,0,6781,2900,2033,1547,1276,1254,1207,1204,973,126,9779,1559,895,646,519,482,518,620,796,4029,2679,2452,1542,1905,2292,2414,2297,1983,1576,333,7849,1512,1167,1123,1258,1341,1529,1432,1129,831,2257,1613,1165,952,783,718,741,801,1136,9005
34,34,120,238,172,120,157,159,185,270,436,28605,356,293,195,128,139,159,182,350,806,27854,304,360,235,162,174,212,248,414,1212,27141,2157,480,287,244,287,279,350,482,786,25110,15930,4678,2663,2153,1727,1343,773,500,355,340,30369,93,0,0,0,0,0,0,0,0,30373,89,0,0,0,0,0,0,0,0,7979,4515,3726,2943,2577,2567,2588,2074,957,536,1184,255,178,152,151,156,221,350,898,26917,20507,9057,552,191,89,41,20,5,0,0,28040,474,266,228,208,215,209,207,246,369,73,69,57,45,61,55,110,170,311,29511
35,35,1018,8585,5269,1213,576,270,150,45,2,0,595,10173,4173,1158,600,262,131,34,2,0,1574,12200,1971,765,359,184,63,11,1,0,815,668,634,683,620,900,1386,2851,5570,3001,4292,9309,2308,828,261,86,42,1,1,0,129,14144,310,1443,887,188,23,4,0,0,128,14133,426,1268,980,158,31,4,0,0,3339,8354,3268,1205,599,249,82,31,1,0,1030,969,1323,2452,4154,4551,2356,281,12,0,104,153,147,165,195,307,564,1146,4312,10035,10992,2833,1512,944,436,247,118,31,13,2,0,15,136,349,459,529,871,2810,10603,1356
36,36,10,2242,2759,1176,808,540,199,59,14,1,9,3163,2270,959,696,458,195,47,11,0,643,4665,1190,689,360,178,61,14,8,0,153,124,120,168,270,449,784,1267,2508,1965,2312,3486,950,664,282,90,13,11,0,0,150,6508,654,352,125,19,0,0,0,0,150,6494,687,333,128,16,0,0,0,0,1882,3078,1085,575,536,409,186,45,12,0,87,111,233,786,1656,2497,2024,405,9,0,13,72,55,76,125,187,394,740,1685,4461,5165,1251,683,359,197,103,35,13,2,0,6,0,0,3,5,25,295,1452,4767,1255
37,37,42,1829,4561,3191,1348,715,298,219,24,0,34,4141,4237,1772,1103,571,302,64,3,0,940,6956,2370,1008,510,305,126,11,1,0,313,206,252,425,607,981,1344,2064,2894,3141,3310,5298,2187,994,314,73,33,17,1,0,3717,6949,1144,358,57,2,0,0,0,0,3738,6903,1196,333,56,1,0,0,0,0,2754,4015,2239,1338,1036,637,164,36,8,0,24,238,809,1892,2354,2608,2697,1534,71,0,40,157,138,112,160,268,614,1300,3296,6142,6978,2791,1166,581,316,251,119,13,10,2,24,2,15,24,29,61,470,2891,6022,2689
38,38,1164,7475,5274,1266,384,159,91,36,3,0,1516,6916,5072,1592,454,190,88,17,7,0,1349,9111,3940,943,311,126,54,14,4,0,1576,1440,1119,1433,1717,2094,2220,2160,1567,526,760,7917,4791,1561,528,185,85,23,2,0,2,15140,660,47,3,0,0,0,0,0,2,15100,701,43,6,0,0,0,0,0,528,5261,5789,2579,1026,455,153,56,5,0,2666,1758,2997,3885,2621,1290,522,113,0,0,12,47,76,107,158,346,872,3265,7803,3166,3222,5334,3501,2136,1011,399,177,58,13,1,1,69,264,554,1191,1914,2759,5798,3078,224
39,39,65,2896,2148,565,222,95,63,37,4,0,84,2767,2165,613,242,116,69,33,6,0,406,4164,989,300,120,61,41,14,0,0,263,236,125,99,114,142,239,582,1750,2545,549,3358,1137,502,330,168,44,7,0,0,25,4992,893,167,18,0,0,0,0,0,40,4867,985,183,20,0,0,0,0,0,611,2692,1398,632,404,217,114,26,1,0,328,218,147,192,483,1197,2366,1150,14,0,3,10,29,32,61,123,243,531,1172,3891,3926,899,361,273,267,220,111,23,10,5,12,49,118,168,277,324,475,1727,2801,144
40,40,19,2885,1512,525,215,90,50,35,3,0,7,3351,1279,403,137,84,41,32,0,0,1607,2960,482,150,55,44,27,9,0,0,47,47,26,49,48,83,116,255,656,4007,1902,2740,465,144,63,19,1,0,0,0,31,4928,206,130,31,8,0,0,0,0,31,4846,316,101,32,8,0,0,0,0,2008,2021,713,275,155,93,59,10,0,0,6,50,102,149,268,555,1073,2698,433,0,1,28,28,29,21,35,62,133,522,4475,4637,417,116,75,51,33,4,1,0,0,2,0,0,0,2,10,100,904,3672,644
41,41,100,2453,7480,3400,1035,823,392,718,340,1,108,7121,5344,1588,903,815,412,394,57,0,3545,9163,1804,678,583,399,380,186,4,0,629,403,203,264,249,402,553,1209,3020,9810,5395,7977,2101,803,300,107,30,27,2,0,7467,8387,504,274,69,39,2,0,0,0,7473,8206,762,186,85,25,5,0,0,0,6336,5473,2051,1120,711,636,315,80,20,0,58,293,475,830,1251,1832,3854,6401,1748,0,235,368,238,175,183,210,341,691,2139,12159,12927,1762,629,384,281,332,296,37,16,78,105,9,16,22,25,85,370,1755,10549,3806
42,42,0,614,4322,4614,524,458,130,221,78,0,0,7651,2148,365,371,221,144,53,8,0,5455,4444,516,161,158,66,102,58,1,0,76,85,52,71,56,81,98,278,770,9394,7216,2973,414,231,74,17,9,27,0,0,10942,19,0,0,0,0,0,0,0,0,10942,19,0,0,0,0,0,0,0,0,7841,1869,521,268,164,152,69,46,31,0,1,18,76,193,218,452,2162,4999,2842,0,15,95,51,45,36,60,98,159,509,9893,10167,369,144,68,54,52,63,8,6,30,0,2,12,16,2,6,27,287,5691,4918
43,43,262,945,6050,7120,2830,2199,434,578,315,26,335,9233,5949,1814,1630,711,380,220,244,2,5700,10050,2714,533,441,243,219,222,99,0,411,225,223,286,269,604,1051,2428,4292,10164,9833,6705,1188,618,353,200,150,73,19,2,13487,4708,187,103,32,5,1,1,0,0,13673,4704,182,112,31,9,0,1,0,0,9039,6228,2080,758,405,312,262,216,144,8,139,188,491,1431,1978,2703,5451,6380,2117,1,230,173,149,178,159,236,383,793,4047,13556,15782,1934,521,251,204,159,171,94,20,5,30,2,2,7,33,106,295,1028,9239,8399
44,44,0,807,6311,3260,584,534,155,284,153,2,19,8604,1894,441,466,280,180,101,105,0,6826,3812,642,194,221,111,116,140,28,0,40,59,71,103,75,159,210,596,1327,9450,6632,4162,533,302,242,134,59,19,7,0,12059,31,0,0,0,0,0,0,0,0,12065,25,0,0,0,0,0,0,0,0,7707,2568,706,381,173,173,154,175,47,6,3,18,88,337,459,747,2422,4444,3556,16,11,86,79,74,71,95,136,241,835,10462,10781,650,213,129,95,87,82,43,8,2,0,0,1,4,12,35,186,819,8413,2620
45,45,0,444,2623,2521,386,405,97,195,103,1,4,4605,1302,215,274,165,95,77,38,0,3511,2413,370,91,123,63,97,100,7,0,79,114,67,53,47,68,94,228,505,5520,4376,1731,255,166,115,39,29,48,16,0,6626,149,0,0,0,0,0,0,0,0,6628,147,0,0,0,0,0,0,0,0,4647,1169,320,178,117,111,87,94,47,5,3,52,92,166,201,330,1224,2997,1710,0,7,90,98,57,46,53,65,96,405,5858,6087,239,95,57,61,59,71,32,18,56,0,19,44,9,13,23,63,272,3650,2682
46,46,0,23,3275,7827,1621,1414,383,688,390,27,0,6421,5389,1059,1186,690,397,284,219,3,4223,8352,1293,422,464,231,286,306,71,0,271,215,107,138,86,157,203,462,1557,12452,6842,6231,1007,638,467,240,130,61,31,1,15548,100,0,0,0,0,0,0,0,0,15570,78,0,0,0,0,0,0,0,0,8232,4041,1188,645,402,370,336,299,113,22,51,104,126,214,171,320,2002,7133,5526,1,61,269,226,177,133,133,175,409,1271,12794,13366,942,320,193,171,184,232,133,73,34,0,1,9,15,43,112,265,898,8666,5639
47,47,127,2667,688,2804,1807,1325,282,379,138,12,158,3444,3906,989,861,395,252,131,92,1,1416,6961,942,252,251,140,122,119,26,0,156,40,43,61,31,67,101,254,840,8636,5018,3882,570,339,213,120,53,25,9,0,8012,2119,41,36,10,4,6,1,0,0,8017,2099,65,27,10,4,6,1,0,0,5618,2781,791,322,209,183,156,127,40,2,18,7,15,36,46,111,889,5659,3448,0,78,68,69,54,63,88,120,240,821,8624,9066,527,180,109,80,71,70,27,14,85,142,8,6,7,24,59,131,476,4653,4723
48,48,164,10319,3243,769,342,202,170,150,112,8,35,11035,2602,752,352,216,197,213,71,6,5652,7742,1015,387,198,183,152,130,16,4,63,142,97,108,116,143,233,501,1680,12396,7840,5603,1013,427,343,175,56,14,4,4,0,14368,735,344,29,1,2,0,0,0,0,14266,836,334,40,1,2,0,0,0,7632,4884,1404,577,321,268,250,122,15,6,74,100,74,162,561,1635,3584,7429,1847,13,7,86,80,89,94,114,159,342,1219,13289,13669,907,300,192,179,128,79,20,5,0,0,0,15,9,41,76,357,1799,10256,2926
49,49,77,7053,2757,1101,532,377,272,259,113,1,6,6019,3860,1187,509,383,348,197,33,0,387,9433,1381,403,320,253,235,118,12,0,243,189,232,235,269,530,838,1736,5053,3217,4100,6745,874,430,212,101,61,17,2,0,126,3930,699,3332,2460,1010,393,365,219,8,136,3813,1201,2748,2748,783,474,416,215,8,2669,7140,1264,503,340,354,181,67,23,1,19,151,486,831,2410,3531,3764,1311,39,0,76,157,146,157,177,186,218,507,2490,8428,9940,1416,350,217,204,204,150,52,8,1,0,0,0,5,34,74,195,971,9000,2263
