,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,0,28729,24287,14872,10400,8967,10272,8984,10752,16804,214743,19886,23294,13949,9895,9331,8462,11004,13899,34034,205167,11484,21157,16398,12008,10377,10407,12599,18188,47067,189204,85078,25348,14735,13043,11474,11170,10631,10955,12339,154059,163844,41765,24249,20113,17693,16468,16692,16792,17659,13569,274732,39391,6860,9720,6283,5740,3727,1213,149,3,276384,36699,10185,7687,6655,5081,4254,1335,160,2,78151,56060,39139,27094,23557,20736,20983,24340,30333,28415,49163,18331,15252,10455,10557,10088,10311,14137,29376,180555,218692,63246,10669,7176,6812,7906,10014,13198,8931,1224,187096,19703,16888,16455,16597,16093,16299,15868,15033,26266,4473,5432,8224,9791,11147,12894,15568,17317,22900,236799
1,1,2029,1852,728,228,254,142,110,70,86,695,1620,1502,977,662,322,257,173,116,157,620,1110,1413,1034,755,570,445,265,222,269,498,3214,1228,598,451,337,148,140,119,117,421,3659,676,483,452,476,473,502,404,191,19,4093,3149,191,112,36,22,5,3,1,0,4157,3041,258,90,37,18,8,4,1,0,3032,778,520,451,542,482,516,537,282,15,2922,928,529,340,230,233,170,104,143,415,520,542,620,799,824,957,854,687,627,151,2370,811,463,376,399,542,635,549,354,269,435,524,519,432,305,246,261,301,476,2905
2,2,1569,956,837,423,186,109,37,49,64,593,1159,849,696,701,396,189,93,73,139,528,707,673,687,637,694,407,227,131,213,447,1892,1218,631,279,160,108,74,89,97,275,848,410,455,555,615,683,615,376,168,94,2120,2278,312,67,20,9,1,0,0,0,2124,2234,349,71,19,9,1,0,0,0,503,361,374,439,552,685,771,745,271,118,1577,1017,842,384,222,111,57,61,140,424,657,287,438,642,597,540,535,870,257,0,274,326,308,322,416,656,891,841,498,287,625,466,536,575,491,410,391,257,265,803
3,3,15872,18232,16479,13032,13973,16958,21781,26485,46883,200158,5920,6655,6382,5788,6243,7768,11410,19106,73886,246695,4212,3603,3902,4090,4858,6505,9481,18877,86819,247506,77620,24895,15517,12869,13997,14611,18502,23928,35059,152855,86052,31089,19653,17403,17122,19439,24022,32499,50244,92330,301594,61498,7233,6084,3646,3259,2705,2223,1152,459,302201,59454,9447,5153,3791,2795,3035,2398,1133,446,28260,28478,21811,16494,16260,17787,21422,32620,64942,141779,30556,10990,8428,7620,7386,9305,11977,19214,68924,215453,363314,24411,1128,320,161,115,106,173,73,52,101941,20325,13936,13175,15022,18426,25491,37145,53836,90556,2385,6604,14720,19458,21909,25792,30903,34842,43939,189301
4,4,5192,6563,4781,3960,3483,4649,4019,4570,6767,28013,892,2885,2641,2137,3109,2768,4303,5710,15799,31753,137,1139,1713,2068,2320,2884,4141,7477,20840,29278,24759,7059,3710,3058,2895,2912,2976,3480,3966,17182,25556,9655,5680,4476,4428,4221,4577,4808,5465,3131,57919,10288,1138,1135,564,554,238,136,25,0,58193,9711,1707,857,598,468,296,145,22,0,7625,8815,7206,5834,5334,5429,6074,7533,10395,7752,9291,4170,3400,2776,2464,3381,3278,5305,11872,26060,56112,12798,1538,653,358,244,166,101,25,2,22718,6438,5200,5032,5125,5484,5671,5640,5070,5619,111,409,919,1408,1803,2410,3453,4972,8662,47850
5,5,8069,2699,450,128,57,38,22,14,23,59,5211,4175,1236,457,197,106,58,31,36,52,3074,3746,2173,1153,694,359,204,63,49,44,4514,2049,1242,918,848,795,729,359,79,26,2659,2247,1575,1385,1096,940,774,555,287,41,2599,3315,1742,1797,1012,578,375,125,16,0,2592,3128,2078,1621,998,615,392,121,14,0,1759,1930,2085,1575,1321,1153,869,564,260,43,5780,2025,1373,903,727,397,215,64,29,46,89,157,196,266,424,956,2208,3554,3133,576,330,1418,1959,2106,1920,1672,1052,563,270,269,2076,1567,1302,1199,1133,1084,996,814,743,645
6,6,2870,4783,1122,308,116,33,4,3,3,11,2261,4431,1534,615,249,89,37,20,9,8,914,3603,2282,1186,690,368,126,64,16,4,2340,2290,1486,1012,759,654,402,251,56,3,1225,1840,1362,1188,1094,970,812,521,219,22,334,1759,1687,1910,1797,1091,600,73,2,0,337,1683,1670,1899,1797,1224,562,79,2,0,609,1669,1676,1405,1253,1108,832,498,187,16,3785,2288,1356,676,580,267,196,80,19,6,2,12,58,169,345,1066,2341,3187,1923,150,150,964,1307,1558,1713,1680,1155,518,156,52,1109,1341,1401,1224,979,877,764,720,620,218
7,7,3447,4136,1202,1074,622,315,221,129,63,5,1877,4203,2023,1154,998,391,251,207,109,1,1427,4268,2425,1260,869,388,279,209,88,1,1331,1004,941,788,936,1175,2210,1859,882,88,1264,1758,2425,2105,1641,924,621,315,138,23,347,1576,772,2630,2801,2005,695,290,97,1,366,1401,1361,2216,2942,1650,880,304,93,1,1038,2219,2373,1998,1604,910,568,367,134,3,1993,1471,1288,1273,1804,1838,1078,408,60,1,143,204,185,194,211,387,867,2356,5215,1452,342,3367,3330,1913,1069,656,337,147,45,8,818,634,786,1170,1536,1769,1663,1395,1001,442
8,8,951,278,79,32,16,18,25,17,34,385,782,319,158,72,29,28,23,33,76,347,490,437,189,151,87,66,46,54,99,309,1093,239,121,62,46,48,59,48,65,207,809,248,215,209,198,157,120,105,60,26,1545,581,51,13,5,0,0,1,0,0,1543,573,60,14,5,0,0,1,0,0,625,175,175,181,206,238,162,172,128,14,933,178,74,62,56,33,28,25,86,324,344,131,127,163,223,255,244,231,170,40,582,234,135,119,130,174,171,182,123,138,310,143,108,81,62,56,58,93,96,858
9,9,420,290,149,113,73,124,74,100,207,752,155,214,169,99,142,114,132,131,371,720,85,134,116,120,136,134,163,238,495,578,782,235,115,89,82,91,98,114,162,378,946,306,150,96,118,92,87,88,71,43,1490,281,30,28,17,12,14,6,0,0,1564,253,38,16,19,5,14,7,0,0,441,312,246,214,166,157,126,142,156,95,315,149,144,126,95,142,147,205,445,541,1115,380,193,90,82,81,55,77,43,24,760,357,210,167,127,100,75,54,51,96,35,24,31,33,29,59,74,105,181,1426
10,10,690,232,98,60,37,37,18,15,26,33,448,225,122,57,80,52,65,50,40,12,294,187,125,74,102,83,71,77,36,10,627,101,46,35,29,30,21,29,17,24,270,69,49,32,49,64,60,71,44,5,446,107,3,2,0,0,0,0,0,0,510,91,4,1,0,0,0,0,0,0,191,60,74,58,54,67,65,116,105,8,590,124,103,89,77,79,65,79,56,6,232,175,94,77,76,90,83,69,43,6,161,46,42,37,46,70,65,68,63,115,101,59,54,47,29,33,38,39,60,253
