census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
316,1,1,1,1,1,1
72,3,2,2,2,2,2
579,3,3,3,3,2,3
477,3,3,3,3,3,3
36,2,2,2,2,2,2
356,1,1,1,1,1,1
523,3,3,3,2,3,2
113,3,3,3,3,3,1
620,3,1,3,3,3,3
314,1,1,1,1,1,1
349,1,2,1,1,1,2
415,1,1,1,1,1,1
38,2,2,2,2,2,2
157,3,2,2,2,2,2
431,1,1,1,1,1,1
434,2,2,2,3,3,3
108,1,3,1,1,3,1
631,3,3,3,3,3,3
437,2,2,2,2,1,2
452,2,3,2,2,1,2
560,3,3,3,3,3,3
505,3,1,1,2,1,1
448,1,2,2,2,2,2
105,1,2,3,2,2,2
539,3,2,3,3,3,3
413,2,1,1,1,1,1
360,1,1,1,1,1,1
200,2,1,2,1,1,3
408,2,1,1,1,1,1
67,2,2,2,2,2,2
221,2,2,2,2,2,2
110,3,3,3,1,1,2
498,3,3,3,3,2,3
220,2,2,2,2,2,2
463,3,1,1,1,1,1
591,1,1,1,1,1,1
396,2,1,1,1,1,1
239,2,2,3,2,2,2
93,3,3,3,3,3,3
370,2,2,1,1,1,1
118,1,1,1,3,1,3
343,2,2,2,2,2,2
604,3,1,3,3,1,3
83,2,2,2,2,3,2
496,2,3,3,3,3,3
617,3,1,3,3,3,3
212,2,2,2,2,2,2
347,1,1,1,1,3,2
236,2,2,2,2,3,2
216,2,3,2,2,2,2
201,2,2,3,2,2,3
373,2,1,3,1,2,2
121,2,2,3,3,3,2
430,1,1,1,2,3,3
597,1,1,1,1,1,1
9,3,3,3,3,3,3
58,3,3,3,3,1,3
280,1,3,1,1,1,3
210,2,3,2,2,2,2
129,2,2,2,2,3,2
82,1,2,2,2,3,2
499,3,3,3,3,3,2
102,3,3,1,1,1,1
429,1,1,1,1,1,1
219,2,3,2,2,2,2
433,1,3,3,3,3,3
585,3,3,3,3,1,1
171,2,2,2,2,1,2
607,3,3,3,3,3,3
565,3,3,3,3,3,3
348,1,1,2,1,1,2
552,3,2,3,2,3,3
106,1,2,2,2,2,2
109,1,1,3,1,1,1
423,1,3,2,2,2,2
334,2,2,2,2,2,2
289,1,1,1,1,1,1
456,2,1,1,1,1,1
535,3,3,3,3,3,3
627,3,3,1,1,2,2
389,1,1,1,1,1,1
359,1,1,1,1,1,1
329,2,3,2,2,2,2
168,2,2,2,2,2,2
12,3,3,3,3,3,3
185,2,2,2,2,2,2
211,2,2,2,2,2,2
346,1,1,1,1,1,1
92,3,3,3,3,3,3
188,2,2,2,2,2,2
