Unnamed: 0,Unnamed: 0_x,STATE_x,NAME_x,District,EMP_2011_x,EMP_2001_x,MSW_2011_x,MSW_2001_x,BF_2011_x,BF_2001_x,MSL_2011_x,MSL_2001_x,FC_2011_x,FC_2001_x,CHH_2011,CHH_2001,F_EMP_2001,F_EMP_2011,Unnamed: 0.1,Unnamed: 0_x.1,district_id_x,BF_2001_y,BF_2003,BF_2005,BF_2007,BF_2009,BF_2011_y,Unnamed: 0_y,EMP_2001_y,EMP_2003,EMP_2005,EMP_2007,EMP_2009,EMP_2011_y,Unnamed: 0_x.1.1,FC_2001_y,FC_2003,FC_2005,FC_2007,FC_2009,FC_2011_y,Unnamed: 0_y.1,MSL_2001_y,MSL_2003,MSL_2005,MSL_2007,MSL_2009,MSL_2011_y,Unnamed: 0.1.1,MSW_2001_y,MSW_2003,MSW_2005,MSW_2007,MSW_2009,MSW_2011_y,STATE_y,Name,NAME_y,ASSET_2011_x,ASSET_2001_x,Unnamed: 0_y.1.1,district_id_y,ASSET_2001_y,ASSET_2003,ASSET_2005,ASSET_2007,ASSET_2009,ASSET_2011_y
223,223,10,Jehanabad ,239,1,2,2,2,1,1,1,1,2,2,1,1,2,2,238,238,239,3,3,1,3,1,1,238,3,3,1,3,3,1,238,3,1,2,3,3,2,238,3,2,3,3,3,1,238,3,3,3,3,3,2,10,BIHAR,Jehanabad ,1,1,238,239,3,3,3,3,3,3
336,336,21,Bargarh,370,2,2,2,2,1,1,2,1,1,1,1,1,2,2,369,369,370,1,1,1,1,1,1,369,2,2,2,2,2,2,369,1,1,1,1,1,1,369,3,2,1,3,2,1,369,2,2,2,2,3,2,21,ODISHA,Bargarh,1,1,369,370,1,1,1,1,1,1
337,337,21,Jharsuguda,371,3,1,2,1,1,1,2,2,1,1,1,1,2,2,370,370,371,3,1,1,1,2,1,370,2,2,2,2,2,3,370,1,1,1,1,1,1,370,3,2,3,3,3,2,370,3,3,1,3,3,2,21,ODISHA,Jharsuguda,2,1,370,371,3,1,1,1,1,1
338,338,21,Sambalpur,372,2,1,2,2,1,1,2,1,1,1,1,1,3,2,371,371,372,1,1,1,1,1,1,371,2,2,2,2,2,2,371,1,1,1,1,1,1,371,3,2,2,3,2,2,371,3,3,3,3,3,2,21,ODISHA,Sambalpur,1,1,371,372,1,1,1,1,1,1
339,339,21,Debagarh,373,2,2,2,2,1,1,1,1,1,1,1,1,3,2,372,372,373,1,1,1,1,1,1,372,2,2,2,2,2,2,372,1,1,1,1,1,1,372,3,1,3,3,3,1,372,3,2,2,3,3,2,21,ODISHA,Debagarh,1,1,372,373,1,3,1,1,1,1
340,340,21,Sundargarh,374,1,1,2,2,1,1,2,1,1,1,1,1,2,2,373,373,374,1,1,1,1,1,1,373,1,2,2,2,2,1,373,1,1,1,1,1,1,373,2,2,1,3,2,2,373,3,3,2,3,3,2,21,ODISHA,Sundargarh,1,1,373,374,1,1,1,1,1,1
341,341,21,Kendujhar,375,1,1,2,1,1,1,1,1,1,1,1,1,2,2,374,374,375,1,1,1,1,1,1,374,2,1,2,2,2,1,374,1,1,1,1,1,1,374,3,3,3,3,3,1,374,2,3,3,3,3,2,21,ODISHA,Kendujhar,1,1,374,375,1,1,1,1,1,1
342,342,21,Mayurbhanj,376,2,2,2,1,1,1,1,1,1,1,1,1,3,2,375,375,376,1,2,1,1,1,1,375,2,2,2,2,2,2,375,1,1,1,1,1,1,375,2,3,1,3,3,1,375,2,3,2,3,3,2,21,ODISHA,Mayurbhanj,1,1,375,376,1,1,1,1,1,1
343,343,21,Baleshwar,377,1,1,2,2,1,1,2,1,2,2,1,1,1,2,376,376,377,1,1,1,1,1,1,376,1,1,1,1,1,1,376,1,1,1,1,1,2,376,2,2,2,2,2,2,376,3,2,3,3,3,2,21,ODISHA,Baleshwar,1,1,376,377,1,1,2,3,1,1
344,344,21,Bhadrak,378,1,1,2,2,1,1,2,1,2,2,1,1,1,2,377,377,378,1,1,1,2,1,1,377,1,1,1,1,1,1,377,1,1,2,1,1,2,377,3,2,2,3,2,2,377,3,1,3,3,1,2,21,ODISHA,Bhadrak,1,1,377,378,3,1,1,3,1,1
345,345,21,Kendrapara,379,1,1,2,2,1,1,2,1,2,2,1,1,1,2,378,378,379,2,1,1,3,1,1,378,3,1,1,3,1,1,378,3,1,1,1,1,2,378,3,3,1,2,3,2,378,3,3,1,3,3,2,21,ODISHA,Kendrapara,1,1,378,379,3,1,1,3,1,1
346,346,21,Jagatsinghapur,380,1,1,2,2,1,1,2,1,2,1,1,1,1,2,379,379,380,3,1,3,3,1,1,379,3,1,1,3,1,1,379,1,1,2,1,1,2,379,3,3,3,3,3,2,379,1,3,1,3,3,2,21,ODISHA,Jagatsinghapur,2,1,379,380,3,3,1,3,1,2
347,347,21,Cuttack,381,1,1,2,1,1,1,2,2,2,1,1,1,1,2,380,380,381,1,1,1,1,1,1,380,1,1,2,1,1,1,380,1,1,1,1,1,2,380,3,3,3,3,3,2,380,2,3,2,1,1,2,21,ODISHA,Cuttack,2,1,380,381,2,2,1,2,1,2
348,348,21,Jajapur,382,1,1,2,1,1,1,2,1,2,2,1,1,1,2,381,381,382,1,1,1,1,1,1,381,2,1,2,2,1,1,381,3,1,1,1,1,2,381,3,3,2,3,2,2,381,3,3,2,3,3,2,21,ODISHA,Jajapur,1,1,381,382,1,1,1,1,1,1
349,349,21,Dhenkanal,383,1,1,1,1,1,1,2,1,1,1,1,1,1,2,382,382,383,1,1,1,1,1,1,382,2,3,2,2,2,1,382,1,1,1,1,1,1,382,3,3,3,2,3,2,382,3,3,3,2,2,1,21,ODISHA,Dhenkanal,1,1,382,383,1,1,1,1,1,1
350,350,21,Anugul,384,1,1,1,1,1,1,2,1,1,1,1,1,2,2,383,383,384,1,1,1,1,1,1,383,2,2,2,2,2,1,383,1,1,1,1,1,1,383,3,3,1,3,2,2,383,3,3,3,3,3,1,21,ODISHA,Anugul,1,1,383,384,1,1,1,1,1,1
351,351,21,Nayagarh,385,1,1,2,1,1,1,2,1,1,1,1,1,1,2,384,384,385,1,1,1,2,3,1,384,1,3,2,2,2,1,384,1,1,1,1,1,1,384,3,3,3,3,3,3,384,3,3,3,3,3,3,21,ODISHA,Nayagarh,1,1,384,385,1,3,1,1,1,1
352,352,21,Khordha,386,3,3,1,1,1,1,2,2,3,1,2,1,1,2,385,385,386,1,3,1,1,1,1,385,1,1,2,2,2,3,385,1,1,1,1,1,1,385,3,3,2,3,3,2,385,2,3,3,2,2,2,21,ODISHA,Khordha,2,2,385,386,1,3,1,1,1,1
353,353,21,Puri,387,1,1,2,2,1,1,2,1,2,2,1,1,1,2,386,386,387,2,2,1,2,2,1,386,1,1,1,3,3,1,386,3,1,1,3,3,2,386,2,2,2,2,2,2,386,3,3,3,3,3,2,21,ODISHA,Puri,1,1,386,387,3,1,1,3,1,1
354,354,21,Ganjam,388,1,1,2,2,1,1,2,1,1,1,1,1,2,2,387,387,388,1,1,1,1,1,1,387,2,2,2,2,2,1,387,3,1,1,1,1,1,387,3,3,3,3,3,2,387,3,3,3,3,3,1,21,ODISHA,Ganjam,1,1,387,388,1,2,1,1,1,1
355,355,21,Gajapati,389,2,2,1,1,1,1,2,1,1,1,1,1,3,2,388,388,389,3,3,2,1,3,1,388,2,1,2,1,2,2,388,1,1,1,1,1,1,388,3,3,3,3,3,2,388,3,1,3,2,2,1,21,ODISHA,Gajapati,1,1,388,389,3,3,1,1,3,3
356,356,21,Kandhamal,390,2,2,1,1,1,1,1,1,1,1,1,1,3,2,389,389,390,2,2,1,3,1,1,389,1,2,2,2,2,2,389,1,1,1,1,1,1,389,3,3,3,3,2,2,389,3,1,3,1,3,1,21,ODISHA,Kandhamal,1,1,389,390,1,1,1,1,1,1
357,357,21,Baudh,391,2,2,2,2,1,1,1,1,1,1,1,1,3,2,390,390,391,1,1,1,1,1,1,390,2,2,2,2,2,1,390,1,1,1,1,1,1,390,3,2,2,3,3,1,390,2,3,1,3,3,2,21,ODISHA,Baudh,1,1,390,391,1,1,1,1,1,1
358,358,21,Sonapur,392,2,2,2,2,1,1,1,1,1,1,1,1,2,2,391,391,392,3,1,1,1,1,1,391,2,2,1,2,2,1,391,1,1,1,1,1,1,391,3,2,3,3,3,1,391,2,3,2,3,3,2,21,ODISHA,Sonapur,1,1,391,392,1,1,1,1,1,1
359,359,21,Balangir,393,1,1,2,2,1,1,1,1,1,1,1,1,2,2,392,392,393,1,1,1,1,1,1,392,2,2,2,2,2,1,392,1,1,1,1,1,1,392,2,2,2,1,2,1,392,2,2,2,3,3,2,21,ODISHA,Balangir,1,1,392,393,1,1,1,1,1,1
360,360,21,Nuapada,394,2,2,2,2,1,1,1,1,1,1,1,1,3,2,393,393,394,1,1,1,1,1,1,393,2,2,2,2,2,2,393,1,1,1,1,1,1,393,3,3,3,3,3,1,393,3,3,3,3,1,2,21,ODISHA,Nuapada,1,1,393,394,2,1,1,1,1,1
361,361,21,Kalahandi,395,2,2,2,2,1,1,1,1,1,1,1,1,3,2,394,394,395,1,1,1,1,1,1,394,2,2,2,2,2,2,394,1,1,1,1,1,1,394,3,2,1,2,3,1,394,3,3,3,3,3,2,21,ODISHA,Kalahandi,1,1,394,395,1,1,1,1,1,1
362,362,21,Rayagada,396,2,2,2,2,1,1,1,1,1,1,1,1,3,2,395,395,396,3,1,1,1,1,1,395,1,2,2,2,2,2,395,1,1,1,1,1,1,395,3,3,2,2,3,3,395,3,3,3,3,2,3,21,ODISHA,Rayagada,1,1,395,396,1,1,1,1,1,1
363,363,21,Nabarangapur,397,2,2,2,2,1,1,1,1,1,1,1,1,3,2,396,396,397,1,1,1,1,1,1,396,2,2,2,2,2,2,396,1,1,1,1,1,1,396,3,3,3,2,3,1,396,3,3,3,3,3,2,21,ODISHA,Nabarangapur,1,1,396,397,2,2,1,1,2,1
364,364,21,Koraput,398,2,2,2,2,1,1,1,1,1,1,1,1,3,2,397,397,398,1,1,1,1,1,1,397,2,2,2,2,2,2,397,1,1,1,1,1,1,397,3,3,3,2,1,1,397,3,3,3,2,3,2,21,ODISHA,Koraput,1,1,397,398,1,2,1,1,1,1
365,365,21,Malkangiri,399,2,2,2,2,1,1,1,1,1,1,1,1,3,2,398,398,399,1,3,1,1,1,1,398,2,2,2,2,2,2,398,1,1,1,1,1,1,398,3,3,3,2,2,1,398,3,3,2,3,3,2,21,ODISHA,Malkangiri,1,1,398,399,1,1,1,1,1,1
427,427,24,Kachchh,468,3,3,3,3,3,1,3,3,1,1,3,2,2,3,467,467,468,2,2,2,2,2,2,467,2,3,3,3,3,3,467,1,1,1,1,1,1,467,3,3,3,3,3,3,467,3,3,3,3,3,3,24,GUJARAT,Kachchh,2,2,467,468,2,2,2,2,2,2
428,428,24,Banas Kantha,469,2,2,3,3,1,1,2,2,1,1,2,2,3,3,468,468,469,2,1,1,1,1,1,468,2,2,2,2,2,2,468,1,3,1,1,1,1,468,3,2,3,3,3,2,468,3,3,3,3,3,3,24,GUJARAT,Banas Kantha,2,1,468,469,2,2,2,2,2,2
429,429,24,Patan,470,2,2,3,3,1,1,3,2,1,1,3,2,3,3,469,469,470,1,3,1,2,1,2,469,2,1,2,2,2,2,469,1,1,1,1,1,1,469,3,3,3,3,3,3,469,3,3,3,3,3,3,24,GUJARAT,Patan,2,1,469,470,2,2,2,2,2,2
430,430,24,Mahesana,471,1,1,3,3,3,1,3,3,3,1,3,2,3,3,470,470,471,1,1,1,1,1,1,470,2,1,1,2,2,1,470,1,1,1,1,1,1,470,3,3,3,3,3,3,470,3,3,3,3,3,3,24,GUJARAT,Mahesana,2,1,470,471,2,2,2,2,2,2
431,431,24,Sabar Kantha,472,2,2,3,3,1,1,3,3,1,1,2,2,3,3,471,471,472,1,1,1,1,3,1,471,2,2,2,2,2,2,471,1,1,1,1,1,1,471,2,3,3,3,3,3,471,3,3,2,3,2,3,24,GUJARAT,Sabar Kantha,2,1,471,472,2,2,2,2,2,2
432,432,24,Gandhinagar,473,1,3,3,3,3,1,3,3,3,3,3,2,2,3,472,472,473,1,1,1,1,1,3,472,1,1,1,2,2,1,472,1,1,1,3,1,3,472,3,3,3,3,3,3,472,3,3,3,3,3,3,24,GUJARAT,Gandhinagar,3,2,472,473,3,3,3,3,3,3
433,433,24,Ahmadabad,474,3,3,3,3,3,3,3,3,3,3,3,3,1,3,473,473,474,1,1,1,1,1,3,473,1,1,1,1,2,3,473,1,3,3,3,1,3,473,3,3,3,3,3,3,473,3,3,3,3,3,3,24,GUJARAT,Ahmadabad,3,3,473,474,2,2,2,2,2,3
434,434,24,Surendranagar,475,1,2,3,3,1,1,3,3,1,2,3,2,2,3,474,474,475,1,1,1,1,1,1,474,2,1,2,1,1,1,474,1,3,3,1,1,1,474,3,3,3,3,3,3,474,3,3,3,3,3,3,24,GUJARAT,Surendranagar,2,1,474,475,2,2,2,2,2,2
435,435,24,Rajkot,476,3,3,3,3,3,3,3,3,3,3,3,3,1,3,475,475,476,1,1,1,1,1,2,475,1,1,1,2,2,1,475,1,1,1,1,1,1,475,3,3,3,3,3,3,475,2,3,3,3,3,3,24,GUJARAT,Rajkot,3,2,475,476,2,2,2,2,2,3
436,436,24,Jamnagar,477,1,1,3,3,3,1,3,3,3,2,3,2,2,3,476,476,477,2,2,2,1,2,2,476,1,3,3,3,2,1,476,1,3,3,1,1,3,476,3,3,3,3,3,3,476,3,3,3,3,3,3,24,GUJARAT,Jamnagar,3,2,476,477,2,2,2,2,2,3
